"TOA5","HC_CR300Series","CR300","13298","CR310.Std.10.04","CPU:221025_KIHS_Hydro_mod_WS500.CR300","4478","Hour1_HongCheon_AWS"
"TIMESTAMP","RECORD","Air_Temp_Avg","RH_Avg","Air_Press_Avg","WS_avg_Avg","WS_max_Max","WD_VCT","HI_NeutronCts_Tot"
"TS","RN","DegC","%","hPa","m/s","m/s","Deg",""
"","","Avg","Avg","Avg","Avg","Max","WVc","Tot"
"2024-01-25 15:00:00",10968,-5.477,40.79,973.1433,0.807,3.5,42.16,1000
"2024-01-25 16:00:00",10969,-5.04,39.6,973.2667,0.597,3.5,357.5,954
"2024-01-25 17:00:00",10970,-5.013,42.84,973.6033,0.56,2.4,354.5,937
"2024-01-25 18:00:00",10971,-5.447,43.29,973.7867,0.53,1.3,266.8,970
"2024-01-25 19:00:00",10972,-6.143,45.18,974.42,0.813,1.4,254.3,984
"2024-01-25 20:00:00",10973,-6.52,44.24,974.7633,0.433,1.1,235.4,899
"2024-01-25 21:00:00",10974,-7.12,45.64,975.2,0.463,1.2,241.9,938
"2024-01-25 22:00:00",10975,-7.513,47.15,975.2267,0.703,1.1,249.6,966
"2024-01-25 23:00:00",10976,-7.863,48.34,975.1866,0.813,1.3,251.7,962
"2024-01-26 00:00:00",10977,-7.89,48.67,975.2033,0.85,1.6,240.9,987
"2024-01-26 01:00:00",10978,-8.43,52.53,975.1266,0.657,1.5,235.4,918
"2024-01-26 02:00:00",10979,-8.56,56.56,975.16,0.527,1.6,241,946
"2024-01-26 03:00:00",10980,-8.86,60.87,975.5667,0.673,1.5,225.5,965
"2024-01-26 04:00:00",10981,-8.97,64.72,975.6833,0.623,1.5,234.5,968
"2024-01-26 05:00:00",10982,-9.02,66.06,975.4933,0.663,1.5,221.2,930
"2024-01-26 06:00:00",10983,-9.29,68.16,975.81,0.657,1.6,233.3,952
"2024-01-26 07:00:00",10984,-9.15,68.1,975.8234,0.787,1.5,246.5,946
"2024-01-26 08:00:00",10985,-9.11,67.15,975.9233,0.587,1.5,238.7,890
"2024-01-26 09:00:00",10986,-8.58,65.93,975.9267,0.413,1.4,260.5,950
"2024-01-26 10:00:00",10987,"INF",68.4,976.1367,0.103,0.9,3.288,938
"2024-01-26 11:00:00",10988,-5.443,55.36,976.32,0.72,2.7,57.47,933
"2024-01-26 12:00:00",10989,-3.95,49.98,976.3867,0.86,2.7,95.5,918
"2024-01-26 13:00:00",10990,-2.493,46.38,975.5267,1.093,3.7,102.4,929
"2024-01-26 14:00:00",10991,-1.453,42.73,974.2733,0.937,3.5,48.95,917
"2024-01-26 15:00:00",10992,-0.993,40.5,974.1667,0.857,3.8,86,968
"2024-01-26 16:00:00",10993,-0.493,37.59,974.3467,0.84,3.1,89.4,952
"2024-01-26 17:00:00",10994,-0.72,40.58,974.4933,0.627,2.5,354.3,978
"2024-01-26 18:00:00",10995,-1.28,43.37,974.6467,0.433,1.4,273.3,928
"2024-01-26 19:00:00",10996,-1.923,44.29,974.8766,0.503,1.3,246.7,923
"2024-01-26 20:00:00",10997,-2.423,47.92,975.2267,0.497,1.1,231.9,883
"2024-01-26 21:00:00",10998,-2.927,54.62,975.3633,0.43,1.3,246.4,961
"2024-01-26 22:00:00",10999,-3.307,59.71,975.4767,0.743,1.4,251.5,948
"2024-01-26 23:00:00",11000,-3.707,62.29,975.4467,0.853,1.4,256.1,879
"2024-01-27 00:00:00",11001,-4.373,66.14,975.49,1.027,1.7,255.1,928
"2024-01-27 01:00:00",11002,-4.583,69.32,975.2,1.083,1.7,248.3,904
"2024-01-27 02:00:00",11003,-4.71,72.75,974.9767,0.967,1.7,243.7,966
"2024-01-27 03:00:00",11004,-4.94,76.52,975.1533,0.957,1.6,249.3,913
"2024-01-27 04:00:00",11005,-5.19,79.69,974.77,1.02,1.8,244.2,915
"2024-01-27 05:00:00",11006,-5.123,80.6,974.5133,0.403,1.5,240.9,907
"2024-01-27 06:00:00",11007,-5.327,82.9,974.5533,0.647,1.5,242.8,991
"2024-01-27 07:00:00",11008,-5.55,86.5,974.7633,0.633,1.4,243.4,914
"2024-01-27 08:00:00",11009,-5.487,87.5,975.2033,0.457,1.2,239.5,910
"2024-01-27 09:00:00",11010,-4.89,87,975.32,0.173,1.1,341,974
"2024-01-27 10:00:00",11011,-4.61,86.5,975.4467,0.213,1.1,26.56,918
"2024-01-27 11:00:00",11012,-3.743,79.62,975.63,0.733,2.4,81.1,887
"2024-01-27 12:00:00",11013,-2.627,72.07,975.54,0.847,2.9,72.29,909
"2024-01-27 13:00:00",11014,-1.79,66.06,974.47,0.913,3,75.34,904
"2024-01-27 14:00:00",11015,-1.083,63.54,973.59,0.98,3.6,97.4,937
"2024-01-27 15:00:00",11016,-0.417,58.95,973.0333,0.91,2.9,109.5,1003
"2024-01-27 16:00:00",11017,-0.067,53.55,972.98,0.677,2.5,51.14,907
"2024-01-27 17:00:00",11018,0.043,54.91,972.9233,0.347,1.5,349,940
"2024-01-27 18:00:00",11019,-0.453,55.95,972.7833,0.277,1.2,261.4,966
"2024-01-27 19:00:00",11020,-1.063,51.72,973.01,0.51,1.4,217.2,942
"2024-01-27 20:00:00",11021,-1.763,53.03,972.8834,0.68,1.5,236.8,950
"2024-01-27 21:00:00",11022,-2.09,54.56,972.8567,0.473,1.2,232.4,940
"2024-01-27 22:00:00",11023,-2.337,56.42,972.9867,0.557,1.4,225.4,985
"2024-01-27 23:00:00",11024,-2.89,60.27,972.99,0.743,1.2,250.7,974
"2024-01-28 00:00:00",11025,-3.34,63.1,973.11,0.95,1.5,254.2,988
"2024-01-28 01:00:00",11026,-3.65,65.64,973.11,0.847,1.5,246.8,925
"2024-01-28 02:00:00",11027,-3.95,68.6,973.05,0.807,1.6,243,984
"2024-01-28 03:00:00",11028,-4.277,71.72,973.2667,0.837,1.4,247.6,928
"2024-01-28 04:00:00",11029,-4.567,76.9,973.0333,0.837,1.6,248.4,948
"2024-01-28 05:00:00",11030,-4.873,80.8,973.0167,0.82,1.6,247.7,1003
"2024-01-28 06:00:00",11031,-4.95,84.4,973.0167,0.533,1.5,239.7,956
"2024-01-28 07:00:00",11032,-4.73,85,973.2433,0.023,0.7,351.7,980
"2024-01-28 08:00:00",11033,-4.89,87.2,973.9366,0.147,0.8,6.467,975
"2024-01-28 09:00:00",11034,-4.727,87.8,974.62,0.36,1.3,41.34,948
"2024-01-28 10:00:00",11035,-4.65,86.9,975.1733,0.727,1.9,84,924
"2024-01-28 11:00:00",11036,-4.047,79.82,975.3167,0.83,2.3,90.3,901
"2024-01-28 12:00:00",11037,-2.77,67.64,975.51,1.05,3.4,75.1,954
"2024-01-28 13:00:00",11038,-2.04,58.87,975.17,1.127,3.9,86.5,888
"2024-01-28 14:00:00",11039,-1.467,57.73,974.8867,0.99,3.9,76.15,961
"2024-01-28 15:00:00",11040,-0.977,55.54,974.6866,1.033,3.6,98.9,993
"2024-01-28 16:00:00",11041,-1.033,55.37,974.8867,1.01,3.4,48.12,949
"2024-01-28 17:00:00",11042,-1.493,56.21,975.0634,0.587,2.7,33.21,984
"2024-01-28 18:00:00",11043,-1.967,56.82,975.5833,0.323,1.3,302.4,911
"2024-01-28 19:00:00",11044,-2.463,57.91,976.27,0.54,1.1,248.6,912
"2024-01-28 20:00:00",11045,-2.823,59.13,976.7466,0.363,1,242.7,1030
"2024-01-28 21:00:00",11046,-3.217,60.89,977.0433,0.767,1.4,245.1,875
"2024-01-28 22:00:00",11047,-3.95,65.85,977.3734,0.873,1.5,254.8,855
"2024-01-28 23:00:00",11048,-3.99,69.86,977.3467,0.84,1.7,244.4,900
"2024-01-29 00:00:00",11049,-4.323,72.41,977.5133,0.8,1.7,241.4,902
"2024-01-29 01:00:00",11050,-4.547,74.63,977.4733,0.707,1.5,243.3,928
"2024-01-29 02:00:00",11051,-4.973,76.98,977.2634,0.557,1.3,262.2,916
"2024-01-29 03:00:00",11052,-5.147,78.53,977.06,0.437,1.3,260.2,936
"2024-01-29 04:00:00",11053,-5.543,80.7,976.9767,0.407,1.4,270.4,924
"2024-01-29 05:00:00",11054,-5.947,82.6,977.15,0.42,1.1,245.9,906
"2024-01-29 06:00:00",11055,-6.01,84.1,977.3533,0.57,1.2,256.1,952
"2024-01-29 07:00:00",11056,-6.443,86,977.7933,0.497,1.4,261.3,948
"2024-01-29 08:00:00",11057,-5.86,85.1,978.2,0.477,1.2,240.6,949
"2024-01-29 09:00:00",11058,-5.96,86,978.61,0.2,0.9,290,927
"2024-01-29 10:00:00",11059,-4.993,83,978.7867,0.22,1.7,347.3,957
"2024-01-29 11:00:00",11060,-3.527,76.2,978.79,0.557,2.3,28.04,911
"2024-01-29 12:00:00",11061,-2.477,69.74,978.7133,0.907,3.6,97.9,1000
"2024-01-29 13:00:00",11062,-1.103,56.52,978.0734,0.85,3.3,79.36,922
"2024-01-29 14:00:00",11063,-0.773,45.65,977.3433,0.987,3.3,31.75,928
"2024-01-29 15:00:00",11064,-0.163,43.39,976.8567,0.873,2.9,43.23,959
"2024-01-29 16:00:00",11065,0.027,41.07,977.0034,0.977,3.1,91.9,972
"2024-01-29 17:00:00",11066,-0.303,40.91,976.87,0.583,2.9,302.2,944
"2024-01-29 18:00:00",11067,-0.53,41.69,977.22,0.42,1.1,226.7,924
"2024-01-29 19:00:00",11068,-1.44,51.17,977.71,0.693,1.5,249.3,964
"2024-01-29 20:00:00",11069,-1.78,56.57,977.9966,0.803,1.4,245.2,914
"2024-01-29 21:00:00",11070,-1.917,57.43,977.92,0.807,1.6,241.5,909
"2024-01-29 22:00:00",11071,-2.293,59.64,978.1433,0.653,1.6,261,958
"2024-01-29 23:00:00",11072,-2.467,59.97,978.0134,0.563,1.5,256.2,930
"2024-01-30 00:00:00",11073,-3.3,63.14,978.49,0.42,1.5,266.3,907
"2024-01-30 01:00:00",11074,-3.82,65.09,978.39,0.273,0.9,266.2,909
"2024-01-30 02:00:00",11075,-3.77,64.58,978.17,0.297,0.8,290.6,955
"2024-01-30 03:00:00",11076,-4.347,66.58,978.16,0.14,0.9,342.6,953
"2024-01-30 04:00:00",11077,-5.17,69.76,978.18,0.037,0.7,348.6,892
"2024-01-30 05:00:00",11078,-5.58,71.74,977.9733,0.2,0.7,319.7,968
"2024-01-30 06:00:00",11079,-5.827,72.64,977.89,0.123,0.7,321.7,946
"2024-01-30 07:00:00",11080,-6.223,74.36,978.0566,0.307,0.9,291.9,897
"2024-01-30 08:00:00",11081,-6.363,74.74,978.16,0.223,0.8,315.3,912
"2024-01-30 09:00:00",11082,-6.403,75.06,978.1666,0,0.6,351.3,901
"2024-01-30 10:00:00",11083,-5.087,71.74,978.3333,0.147,1,27.7,912
"2024-01-30 11:00:00",11084,-3.08,64.67,978.41,0.407,1.3,83,920
"2024-01-30 12:00:00",11085,-0.577,56.25,977.8666,0.32,1,56.79,979
"2024-01-30 13:00:00",11086,1.687,47.22,976.6533,0.477,1.7,54.99,975
"2024-01-30 14:00:00",11087,3.387,39.85,975.7,0.617,2.4,33.96,972
"2024-01-30 15:00:00",11088,4.257,32.02,974.8433,0.75,2.5,332.7,927
"2024-01-30 16:00:00",11089,4.5,28.29,974.6266,0.493,1.5,326.7,921
"2024-01-30 17:00:00",11090,4.363,28.39,974.65,0.383,1.9,296.8,967
"2024-01-30 18:00:00",11091,3.703,29.93,974.6,0.667,1.1,252,1015
"2024-01-30 19:00:00",11092,2.88,33.86,974.9133,0.653,1.2,243.7,1041
"2024-01-30 20:00:00",11093,2.14,37.46,974.9933,1.087,1.7,246.2,928
"2024-01-30 21:00:00",11094,1.257,42.08,974.69,0.357,1.2,291.2,931
"2024-01-30 22:00:00",11095,1.047,43.85,974.8066,0.497,1.7,278,988
"2024-01-30 23:00:00",11096,0.03,46.8,974.73,0.217,0.8,315.2,949
"2024-01-31 00:00:00",11097,0.063,46.97,974.1166,0.16,0.8,326.4,1002
"2024-01-31 01:00:00",11098,-0.49,49.57,973.83,0.067,1.2,344,959
"2024-01-31 02:00:00",11099,-0.917,51.22,973.5767,0.127,1.3,346.3,939
"2024-01-31 03:00:00",11100,-1.227,53.53,974.2367,0,0.6,348.9,946
"2024-01-31 04:00:00",11101,-0.263,51.21,973.8933,0.83,2.4,277.4,943
"2024-01-31 05:00:00",11102,1.093,46.01,972.8766,0.927,2.1,237.9,938
"2024-01-31 06:00:00",11103,0.307,51.48,972.7534,0.287,0.9,309.4,991
"2024-01-31 07:00:00",11104,0.57,49.46,972.86,0.4,1.4,237.4,975
"2024-01-31 08:00:00",11105,-0.107,53.63,973.0867,0.323,1.1,270,960
"2024-01-31 09:00:00",11106,0.91,52.13,973.4567,0.227,1.1,277.6,934
"2024-01-31 10:00:00",11107,0.947,55.46,973.4633,0.24,1.3,13.63,986
"2024-01-31 11:00:00",11108,2.127,50.83,973.4033,0.287,1,65.66,985
"2024-01-31 12:00:00",11109,4.487,38.54,972.8967,0.673,2.9,65.27,964
"2024-01-31 13:00:00",11110,5.963,26.63,971.9333,0.96,2.8,72.4,913
"2024-01-31 14:00:00",11111,6.577,30.72,970.8833,0.997,3.4,28.24,1035
"2024-01-31 15:00:00",11112,6.547,33.62,970.2366,0.887,3.4,36.85,949
"2024-01-31 16:00:00",11113,6.82,34.53,970.0767,0.933,4.1,134.4,979
"2024-01-31 17:00:00",11114,6.287,36.5,970.15,0.45,1.5,349.9,1053
"2024-01-31 18:00:00",11115,5.687,37.89,970.4033,0.557,1.9,239.3,988
"2024-01-31 19:00:00",11116,4.383,41.07,970.5667,0.58,2,237.1,949
"2024-01-31 20:00:00",11117,4.08,43.18,971.0034,0.597,1.4,214.7,988
"2024-01-31 21:00:00",11118,3.35,47.69,971.3567,0.577,1.8,214.8,1002
"2024-01-31 22:00:00",11119,2.707,54.3,971.4567,0.687,1.7,206.7,988
"2024-01-31 23:00:00",11120,1.713,57.7,971.4933,0.69,1.7,205.6,963
"2024-02-01 00:00:00",11121,0.79,67.21,971.5967,0.52,1.4,245.5,910
"2024-02-01 01:00:00",11122,0.757,71.82,971.5067,0.683,2,195.5,977
"2024-02-01 02:00:00",11123,-0.117,76.35,971.8066,0.717,1.6,234,938
"2024-02-01 03:00:00",11124,-0.87,80.7,971.97,0.633,1.4,248.6,935
"2024-02-01 04:00:00",11125,-1.06,82.2,971.3766,0.14,0.8,297.2,980
"2024-02-01 05:00:00",11126,-1.323,83.6,971.8567,0.197,1.2,309.6,990
"2024-02-01 06:00:00",11127,-2.143,87.1,972.4467,0.07,0.9,345.8,931
"2024-02-01 07:00:00",11128,-3.247,90.7,972.8633,0.217,0.8,5.635,915
"2024-02-01 08:00:00",11129,-3.413,90.7,973.2833,0.06,0.8,348.7,932
"2024-02-01 09:00:00",11130,-2.9,88.5,973.72,0.393,1.1,151.1,1004
"2024-02-01 10:00:00",11131,-1.413,81,973.8667,0.557,1.8,54.51,998
"2024-02-01 11:00:00",11132,0.2,72,973.8267,0.81,2.2,39.39,975
"2024-02-01 12:00:00",11133,1.993,62.31,973.5867,0.97,2.9,39.16,920
"2024-02-01 13:00:00",11134,3.547,51.92,972.65,1.033,2.9,38.95,973
"2024-02-01 14:00:00",11135,4.437,47.1,972.0566,0.887,2.9,31.09,1066
"2024-02-01 15:00:00",11136,4.047,50.36,971.74,1.087,3.3,28.07,983
"2024-02-01 16:00:00",11137,3.41,53.01,972.16,1.29,4,51.71,961
"2024-02-01 17:00:00",11138,1.45,59.39,973.0867,1.547,4.2,40.96,931
"2024-02-01 18:00:00",11139,0.3,63.72,973.4333,1.39,5,54.88,939
"2024-02-01 19:00:00",11140,-0.457,66.9,974.1934,1.07,3.6,30.27,929
"2024-02-01 20:00:00",11141,-0.907,68.28,974.6433,1.063,3.4,34.68,957
"2024-02-01 21:00:00",11142,-1.153,69.33,974.43,0.973,2.5,21.25,968
"2024-02-01 22:00:00",11143,-1.21,69.56,974.6433,0.837,2.7,28.6,981
"2024-02-01 23:00:00",11144,-1.353,70.13,974.64,0.873,2.1,32.4,990
"2024-02-02 00:00:00",11145,-1.597,71.78,974.5566,0.81,2.1,32.47,952
"2024-02-02 01:00:00",11146,-1.63,72.27,974.5933,0.66,1.4,20.31,917
"2024-02-02 02:00:00",11147,-1.683,72.74,974.4667,0.76,2,15.94,972
"2024-02-02 03:00:00",11148,-1.757,73.14,974.3567,0.77,1.5,14.47,937
"2024-02-02 04:00:00",11149,-1.777,73.54,974.0566,0.633,1.5,15.53,1021
"2024-02-02 05:00:00",11150,-1.767,73.99,973.9567,0.627,1.4,8.78,961
"2024-02-02 06:00:00",11151,-1.787,74.53,973.9966,0.573,1.4,18.16,931
"2024-02-02 07:00:00",11152,-1.837,76.02,974.3167,0.273,1,13.7,985
"2024-02-02 08:00:00",11153,-1.927,76.34,974.74,0.04,0.7,3.084,1011
"2024-02-02 09:00:00",11154,-1.633,76.01,975.0367,0.183,0.8,43.06,966
"2024-02-02 10:00:00",11155,-1.04,74.25,974.9966,0.447,1.3,55.69,994
"2024-02-02 11:00:00",11156,0.24,70.2,975.39,0.66,1.4,62.55,957
"2024-02-02 12:00:00",11157,1.507,66.5,975.0333,0.673,3,19.22,982
"2024-02-02 13:00:00",11158,3.167,57.68,974.4133,1.09,3.2,43.38,996
"2024-02-02 14:00:00",11159,3.59,53.33,974.17,0.983,4.8,82,987
"2024-02-02 15:00:00",11160,3.667,50.99,973.79,0.737,3.2,33.09,965
"2024-02-02 16:00:00",11161,3.793,50.59,974.1967,0.72,2.7,82.6,968
"2024-02-02 17:00:00",11162,3.703,49.54,974.4133,0.54,2.8,329.1,900
"2024-02-02 18:00:00",11163,3.327,47.57,974.92,0.38,1,235.4,937
"2024-02-02 19:00:00",11164,2.24,51.93,975.4633,0.293,1,285.5,936
"2024-02-02 20:00:00",11165,1.573,55.69,975.74,0.77,2.1,252.9,961
"2024-02-02 21:00:00",11166,0.713,59.4,975.7567,0.533,1.1,274,921
"2024-02-02 22:00:00",11167,0.233,61.33,975.88,0.277,1,294.9,967
"2024-02-02 23:00:00",11168,-0.47,65.07,976.44,0.173,0.9,324.9,938
"2024-02-03 00:00:00",11169,-1.293,70.19,976.9333,0.18,0.9,336.8,957
"2024-02-03 01:00:00",11170,-1.687,73.74,977.2633,0,0.7,0,895
"2024-02-03 02:00:00",11171,-2.127,76.28,977.3467,0.117,0.7,336.6,939
"2024-02-03 03:00:00",11172,-2.32,77.62,977.4733,0.137,0.7,330.1,1015
"2024-02-03 04:00:00",11173,-2.817,79.52,977.6066,0,0.7,346.1,939
"2024-02-03 05:00:00",11174,-2.923,80.7,977.56,0.167,1,18.33,981
"2024-02-03 06:00:00",11175,-2.707,80.9,977.4467,0.03,0.8,356.9,924
"2024-02-03 07:00:00",11176,-2.537,81.2,977.5433,0.15,0.8,188.7,928
"2024-02-03 08:00:00",11177,-2.573,81.5,977.74,0.02,0.8,348.8,884
"2024-02-03 09:00:00",11178,-2.09,81.2,977.95,0,0.6,0,988
"2024-02-03 10:00:00",11179,-1.21,78.66,977.4933,0.19,0.9,49.18,947
"2024-02-03 11:00:00",11180,0.707,70.75,977.4867,0.703,1.9,59.51,933
"2024-02-03 12:00:00",11181,2.287,65.45,977.0467,0.577,1.3,87.2,966
"2024-02-03 13:00:00",11182,3.793,60.33,975.93,0.7,1.7,51.26,926
"2024-02-03 14:00:00",11183,4.983,56.55,975,0.757,2.1,31.2,1000
"2024-02-03 15:00:00",11184,5.45,56.01,974.48,0.693,1.8,32.7,924
"2024-02-03 16:00:00",11185,5.453,56.34,974.0867,0.417,1.4,9.22,967
"2024-02-03 17:00:00",11186,5.143,57.55,973.9434,0.3,1,39.92,969
"2024-02-03 18:00:00",11187,4.723,57.82,973.9267,0.26,1.3,340.7,959
"2024-02-03 19:00:00",11188,4.033,60.62,973.9933,0.02,0.6,349.9,934
"2024-02-03 20:00:00",11189,3.413,63.48,974.3,0.373,1,269.8,962
"2024-02-03 21:00:00",11190,2.953,65.58,974.5533,0.107,0.7,330.9,996
"2024-02-03 22:00:00",11191,2.237,69.89,974.7867,0.28,1,96.7,978
"2024-02-03 23:00:00",11192,1.95,71.99,974.88,0.15,0.8,284.8,956
"2024-02-04 00:00:00",11193,1.897,72.86,974.8234,0.07,0.7,345.3,961
"2024-02-04 01:00:00",11194,1.46,74.66,974.7167,0,0.5,0,974
"2024-02-04 02:00:00",11195,1.373,75.64,974.5433,0,0.5,351.4,973
"2024-02-04 03:00:00",11196,1.047,77.23,974.39,0,0.5,0,930
"2024-02-04 04:00:00",11197,0.783,79.28,974.1866,0.057,0.7,355.9,971
"2024-02-04 05:00:00",11198,0.78,79.1,974.0433,0.05,0.6,352.6,993
"2024-02-04 06:00:00",11199,0.55,80.6,974.1667,0.04,0.7,1.27,942
"2024-02-04 07:00:00",11200,0.34,81.3,974.4167,0.01,0.8,10.08,960
"2024-02-04 08:00:00",11201,0.14,82.9,974.9866,0.233,0.8,330.5,1020
"2024-02-04 09:00:00",11202,0.363,82.5,975.0767,0.03,0.6,338.3,915
"2024-02-04 10:00:00",11203,1.517,79,975.25,0.113,0.7,43.18,943
"2024-02-04 11:00:00",11204,3.55,71.67,975.2967,0.45,1.4,69.47,983
"2024-02-04 12:00:00",11205,5.29,61.25,974.9767,0.733,2.3,57.58,996
"2024-02-04 13:00:00",11206,6.34,56.42,974.0566,0.91,2.8,19.13,966
"2024-02-04 14:00:00",11207,6.97,53.54,973.2167,0.79,2,327.3,984
"2024-02-04 15:00:00",11208,7.32,51.17,972.64,0.917,2.8,33.76,979
"2024-02-04 16:00:00",11209,7.307,48.73,972.41,0.773,2.8,319.1,1000
"2024-02-04 17:00:00",11210,7.047,47.54,972.51,0.473,2.2,338.7,961
"2024-02-04 18:00:00",11211,5.863,52.73,972.7534,0.4,1.5,2.429,974
"2024-02-04 19:00:00",11212,4.107,62.58,973.0533,0.56,2.3,31.6,959
"2024-02-04 20:00:00",11213,2.84,70.18,973.0466,0.663,2.2,35.07,935
"2024-02-04 21:00:00",11214,2.153,74.4,973.56,0.77,1.7,23.17,938
"2024-02-04 22:00:00",11215,1.917,75.49,974.0634,0.883,2.6,22.94,948
"2024-02-04 23:00:00",11216,1.82,75.07,973.6334,1.057,3.3,21.73,962
"2024-02-05 00:00:00",11217,1.763,74.5,973.27,1.053,2.7,22.05,955
"2024-02-05 01:00:00",11218,1.673,75.15,972.52,0.89,3.5,21.88,981
"2024-02-05 02:00:00",11219,1.673,75.79,972.69,0.797,3.7,31.56,1002
"2024-02-05 03:00:00",11220,1.563,77.5,971.8766,0.983,3.3,27,948
"2024-02-05 04:00:00",11221,1.137,84.7,969.95,1.187,3.8,34.8,953
"2024-02-05 05:00:00",11222,1.707,79.42,968.8167,1.343,3.6,52.45,1023
"2024-02-05 06:00:00",11223,2.223,75.13,967.8967,1.597,5.4,11.41,986
"2024-02-05 07:00:00",11224,1.96,75.42,968.0233,1.453,5,35,970
"2024-02-05 08:00:00",11225,1.123,80.7,968.2466,1.723,5.9,16.29,1015
"2024-02-05 09:00:00",11226,1.08,77.87,968.72,1.857,6.4,15.07,991
"2024-02-05 10:00:00",11227,0.843,76.59,969.3,2.073,7,19.4,969
"2024-02-05 11:00:00",11228,0.607,76.37,969.3,1.87,6.5,26.99,968
"2024-02-05 12:00:00",11229,0.52,76.7,968.9533,2.07,9,29.94,1044
"2024-02-05 13:00:00",11230,0.483,70.06,968.6133,2.517,7,13.32,1055
"2024-02-05 14:00:00",11231,-0.027,67.12,968.5034,2.65,7.1,9.87,1004
"2024-02-05 15:00:00",11232,-0.907,74.1,968.7,2.33,6.1,6.851,993
"2024-02-05 16:00:00",11233,-1.617,83.5,969.28,1.583,4.7,24.54,996
"2024-02-05 17:00:00",11234,-1.767,85.6,969.9266,1.453,4.8,12.63,969
"2024-02-05 18:00:00",11235,-2.173,87.5,970.8867,1.193,3.2,16.8,958
"2024-02-05 19:00:00",11236,-2.673,90.9,971.6633,1.127,2.9,19.05,925
"2024-02-05 20:00:00",11237,-2.987,93.2,972.3667,0.943,2.8,10.02,960
"2024-02-05 21:00:00",11238,-3.08,94.2,972.65,266.9,1000,356,992
"2024-02-05 22:00:00",11239,-3.1,93.3,972.7534,166.7,1000,357.8,928
"2024-02-05 23:00:00",11240,-3.147,92.5,972.6067,0.47,2.2,13.25,938
"2024-02-06 00:00:00",11241,-3.257,92.7,972.7067,0.17,2.2,3.026,1008
"2024-02-06 01:00:00",11242,-3.393,95.4,972.7367,0.06,0.8,27.99,932
"2024-02-06 02:00:00",11243,-3.66,96.3,972.7633,0.06,0.9,27.63,964
"2024-02-06 03:00:00",11244,-3.743,96.1,972.6967,0,0.9,2.532,938
"2024-02-06 04:00:00",11245,-3.727,94.9,972.3234,0.18,2,9.81,978
"2024-02-06 05:00:00",11246,-3.65,92.7,972.22,0,1.2,0.173,948
"2024-02-06 06:00:00",11247,-3.787,94.2,972.3766,0.083,0.8,20.62,969
"2024-02-06 07:00:00",11248,-3.85,93.9,973.0833,0.027,0.6,6.808,963
"2024-02-06 08:00:00",11249,-4.007,94.9,973.2367,0.043,0.8,29.79,998
"2024-02-06 09:00:00",11250,-3.737,93.9,973.3167,0,0.5,0,940
"2024-02-06 10:00:00",11251,-3.047,89.9,973.33,0,0.6,1.926,989
"2024-02-06 11:00:00",11252,-2.36,88,973.31,0.09,0.8,26.24,891
"2024-02-06 12:00:00",11253,-1.4,86.5,973.3333,0.37,1.2,27.92,997
"2024-02-06 13:00:00",11254,-0.853,88.1,972.5933,0.37,1.5,39.2,990
"2024-02-06 14:00:00",11255,-0.523,86.7,971.5567,0.36,1.4,28.22,982
"2024-02-06 15:00:00",11256,-0.277,86.2,971.2133,0.557,1.4,88.5,976
"2024-02-06 16:00:00",11257,-0.427,86.1,971.06,0.633,1.7,99.7,958
"2024-02-06 17:00:00",11258,-0.567,86.8,971.0167,0.45,1.1,103.4,1005
"2024-02-06 18:00:00",11259,-0.85,89.5,970.9167,0.143,1,59.69,917
"2024-02-06 19:00:00",11260,-0.947,93.1,971.0367,0.077,1.2,8.55,979
"2024-02-06 20:00:00",11261,-1.143,94.7,971.1233,0.03,1,0.966,942
"2024-02-06 21:00:00",11262,-1.2,94.5,971.1333,0.21,1,65.44,939
"2024-02-06 22:00:00",11263,-1.207,94.1,971.2833,0.167,1.1,34.66,904
"2024-02-06 23:00:00",11264,-1.37,93,971.4,0.1,1.3,7.819,1003
"2024-02-07 00:00:00",11265,-1.56,91.1,971.3767,0.19,1.5,8.88,1019
"2024-02-07 01:00:00",11266,-1.947,91.6,971.2367,0.2,1.2,40.09,999
"2024-02-07 02:00:00",11267,-2.497,90.9,971.0833,0.273,1.3,215.4,974
"2024-02-07 03:00:00",11268,-2.92,91.5,971.01,0.473,1.1,231.9,940
"2024-02-07 04:00:00",11269,-3.097,92.7,970.75,0.357,1,209.9,998
"2024-02-07 05:00:00",11270,-3.2,93.2,970.3967,0.317,1,223.6,1037
"2024-02-07 06:00:00",11271,-3.197,93.8,970.38,0.46,0.8,276.6,1014
"2024-02-07 07:00:00",11272,-3.047,93.6,970.6533,0.26,0.9,277.2,971
"2024-02-07 08:00:00",11273,-3.017,93.8,971.16,0.027,0.6,3.876,978
"2024-02-07 09:00:00",11274,-2.81,93.9,971.4667,0,1,0,937
"2024-02-07 10:00:00",11275,-2.48,92.7,971.6467,0.293,1.3,66.23,998
"2024-02-07 11:00:00",11276,-2.057,91,971.6367,0.333,1.1,44.54,1022
"2024-02-07 12:00:00",11277,-1.3,84.6,971.21,0.54,1.5,62.92,993
"2024-02-07 13:00:00",11278,-0.853,76.07,970.43,0.273,1.1,36.99,956
"2024-02-07 14:00:00",11279,-0.307,76.8,969.81,0.523,2,29.19,1005
"2024-02-07 15:00:00",11280,-0.243,77.25,969.5,0.673,2.4,102.6,972
