"TOA5","CRNP_1","CR300","13298","CR310.Std.10.04","CPU:221025_KIHS_Hydro_mod_WS500.CR300","4478","Hour1_HongCheon_AWS"
"TIMESTAMP","RECORD","Air_Temp_Avg","RH_Avg","Air_Press_Avg","WS_avg_Avg","WS_max_Max","WD_VCT","HI_NeutronCts_Tot"
"TS","RN","DegC","%","hPa","m/s","m/s","Deg",""
"","","Avg","Avg","Avg","Avg","Max","WVc","Tot"
"2025-06-23 20:00:00",23333,25.14,66.36,959.3833,0.69,1.1,253.1,1009
"2025-06-23 21:00:00",23334,24.27,67.23,959.9667,0.427,0.9,268.2,1013
"2025-06-23 22:00:00",23335,23.6,60.04,960.7133,0.247,1.1,307.1,1069
"2025-06-23 23:00:00",23336,22.7,60.45,961.04,0.163,0.7,288.1,1074
"2025-06-24 00:00:00",23337,21.79,61.55,961.1367,0.24,0.7,295,1086
"2025-06-24 01:00:00",23338,21,63.9,961.1833,0.113,0.6,327.4,1070
"2025-06-24 02:00:00",23339,19.66,69.55,961.2133,0.01,0.6,351.6,1058
"2025-06-24 03:00:00",23340,19.21,70.93,961.1733,0.25,0.7,290,1096
"2025-06-24 04:00:00",23341,18.37,75.34,961.24,0.203,0.6,315.1,1074
"2025-06-24 05:00:00",23342,18.05,76.22,961.5134,0.127,0.6,328.7,1048
"2025-06-24 06:00:00",23343,17.33,80.9,961.8433,0.07,0.6,338.9,1138
"2025-06-24 07:00:00",23344,17.47,83.7,962.28,0,0.6,358.1,1079
"2025-06-24 08:00:00",23345,18.53,83.9,962.6166,0.14,0.7,30.1,1064
"2025-06-24 09:00:00",23346,19.2,81.6,962.53,0.25,1,61.54,1055
"2025-06-24 10:00:00",23347,19.74,82.1,962.2867,0.083,0.8,358.3,1078
"2025-06-24 11:00:00",23348,20.34,79.89,961.9267,0.243,1,43.55,1138
"2025-06-24 12:00:00",23349,21.71,71.63,961.9733,0.03,0.7,352.6,1090
"2025-06-24 13:00:00",23350,22.35,74.85,961.9033,0,0.6,0,1075
"2025-06-24 14:00:00",23351,22.12,82.2,961.5634,0.117,1.1,17.08,1093
"2025-06-24 15:00:00",23352,23.49,68.51,961.2933,0.493,2.9,1.112,1073
"2025-06-24 16:00:00",23353,23.4,69.13,960.9366,0.357,1.1,341.9,1131
"2025-06-24 17:00:00",23354,23.2,68.8,960.84,0.187,1.1,353.8,1033
"2025-06-24 18:00:00",23355,22.51,71.33,960.7534,0.45,2,354.3,1034
"2025-06-24 19:00:00",23356,22,67.24,960.7733,0.537,3.3,355.4,1120
"2025-06-24 20:00:00",23357,22.45,55.15,960.9833,0.617,2.4,307.9,1101
"2025-06-24 21:00:00",23358,21.48,56.82,961.1234,0.597,1.9,282.5,1031
"2025-06-24 22:00:00",23359,20.37,61.53,961.39,0.477,1.2,337,1035
"2025-06-24 23:00:00",23360,18.9,72.44,961.5233,0.417,1.4,282.6,1054
"2025-06-25 00:00:00",23361,19.2,71.28,961.3433,0.13,0.9,350.3,1036
"2025-06-25 01:00:00",23362,18.39,77.6,960.76,0.417,1.4,341.9,1118
"2025-06-25 02:00:00",23363,17.93,83.7,960.45,0.217,0.9,17.81,1115
"2025-06-25 03:00:00",23364,18.63,75.3,960.1033,0.26,1.9,357.4,1103
"2025-06-25 04:00:00",23365,19.89,66.02,959.72,0.62,1.9,342.8,1093
"2025-06-25 05:00:00",23366,19.44,72.07,959.6,0.4,1.6,358.3,1072
"2025-06-25 06:00:00",23367,18.39,82.6,959.5067,0.577,2,19.47,1079
"2025-06-25 07:00:00",23368,18.2,88.9,959.3134,0.537,1.4,16.79,1075
"2025-06-25 08:00:00",23369,18.21,91.7,959.4233,0.41,1.1,48.51,1025
"2025-06-25 09:00:00",23370,18.16,96,959.5034,0.36,0.9,45.26,1077
"2025-06-25 10:00:00",23371,20.08,89.9,959.31,0.5,1.4,52.56,1074
"2025-06-25 11:00:00",23372,20.32,89.3,959.09,0.457,1.1,54.53,1001
"2025-06-25 12:00:00",23373,20.92,88.5,958.65,0.483,1.1,84.7,1095
"2025-06-25 13:00:00",23374,19.83,98,958.5833,0.12,0.9,16.42,1086
"2025-06-25 14:00:00",23375,19.24,100,958.8267,0.343,1.1,68.18,1055
"2025-06-25 15:00:00",23376,18.8,100,958.8033,0.24,0.8,111,1075
"2025-06-25 16:00:00",23377,18.81,100,958.7367,0.04,0.6,41.41,1062
"2025-06-25 17:00:00",23378,18.86,100,958.7667,0,0.5,0,987
"2025-06-25 18:00:00",23379,18.92,100,958.6433,0,0.6,0,1061
"2025-06-25 19:00:00",23380,18.68,100,958.68,0.18,1,34.43,1040
"2025-06-25 20:00:00",23381,18.32,100,958.7867,0.28,1.5,46.36,991
"2025-06-25 21:00:00",23382,17.88,100,959.3367,0.357,1.1,62.26,1010
"2025-06-25 22:00:00",23383,17.75,100,959.8834,0.03,0.8,36.73,1025
"2025-06-25 23:00:00",23384,17.64,100,960.04,0,0.8,5.633,1086
"2025-06-26 00:00:00",23385,17.65,100,960.0933,0.01,0.8,21.44,1015
"2025-06-26 01:00:00",23386,17.52,100,960.1567,0.253,1.1,62.87,1028
"2025-06-26 02:00:00",23387,17.48,100,960.3334,0.073,0.8,27.8,1038
"2025-06-26 03:00:00",23388,17.37,100,960.2733,0,0.7,20.58,1040
"2025-06-26 04:00:00",23389,17.31,100,960.0767,0,0.7,7.626,1003
"2025-06-26 05:00:00",23390,17.35,100,960.24,0.033,0.7,359.8,1032
"2025-06-26 06:00:00",23391,17.4,100,960.49,0.01,0.7,0.137,1054
"2025-06-26 07:00:00",23392,17.51,100,960.5566,0.02,0.7,4.89,1030
"2025-06-26 08:00:00",23393,17.68,100,960.8333,0.02,0.6,8.49,1029
"2025-06-26 09:00:00",23394,17.98,100,961.1367,0.08,0.8,29.15,1014
"2025-06-26 10:00:00",23395,18.27,100,961.2333,0.32,1.3,74.07,1013
"2025-06-26 11:00:00",23396,18.65,100,961.1,0.17,1.1,34.25,1006
"2025-06-26 12:00:00",23397,19.02,100,961.05,0.09,2.1,16.96,1006
"2025-06-26 13:00:00",23398,19.21,100,961.0433,0.127,1,12.03,1055
"2025-06-26 14:00:00",23399,19.41,100,961.1667,0.04,0.9,354.7,984
"2025-06-26 15:00:00",23400,19.76,100,961.0333,0.157,0.7,346.4,1015
"2025-06-26 16:00:00",23401,19.91,100,960.96,0.217,1.1,57.43,1007
"2025-06-26 17:00:00",23402,19.9,100,960.9067,0.253,1.1,34.64,1056
"2025-06-26 18:00:00",23403,19.76,100,961.0433,0.083,1,19.05,1029
"2025-06-26 19:00:00",23404,19.73,100,961.13,0,0.7,0,1056
"2025-06-26 20:00:00",23405,19.61,100,961.31,0,0.7,356,1080
"2025-06-26 21:00:00",23406,19.51,100,961.4333,0.02,0.6,352,1091
"2025-06-26 22:00:00",23407,19.53,100,961.8066,0.257,0.8,288.7,1000
"2025-06-26 23:00:00",23408,19.47,100,961.74,0.327,0.9,278.9,1024
"2025-06-27 00:00:00",23409,19.48,100,961.6066,0.423,0.9,257.1,1046
"2025-06-27 01:00:00",23410,19.46,100,961.3433,0.407,1.1,275.8,1037
"2025-06-27 02:00:00",23411,19.36,100,961.44,0.117,0.8,342.9,1019
"2025-06-27 03:00:00",23412,19.28,100,961.51,0.033,0.6,1.802,1053
"2025-06-27 04:00:00",23413,19.28,100,961.42,0.03,0.8,351,1029
"2025-06-27 05:00:00",23414,19.19,100,961.3033,0,0.6,359.2,1014
"2025-06-27 06:00:00",23415,19.16,100,961.4534,0.03,0.8,352.7,1000
"2025-06-27 07:00:00",23416,19.21,100,961.43,0.173,0.8,302,1089
"2025-06-27 08:00:00",23417,19.95,99.8,961.8833,0.067,1.5,7.007,1047
"2025-06-27 09:00:00",23418,20.65,99.2,962.1833,0.183,1.5,7.746,1033
"2025-06-27 10:00:00",23419,20.29,100,962.41,0.02,0.6,357.5,1009
"2025-06-27 11:00:00",23420,20.62,99.6,962.2633,0.053,0.6,351.8,1044
"2025-06-27 12:00:00",23421,21.29,96.3,962.1967,0.047,1.2,355.4,1035
"2025-06-27 13:00:00",23422,21.1,97.5,962.05,0.14,1.2,353.3,1044
"2025-06-27 14:00:00",23423,21.74,95.2,961.6934,0.053,0.9,0,1026
"2025-06-27 15:00:00",23424,21.54,98.4,961.4,0.287,1,76.71,1014
"2025-06-27 16:00:00",23425,22.33,93.2,961.0133,0.397,1,50.56,1031
"2025-06-27 17:00:00",23426,23.29,90.6,960.6967,0.173,1.1,11.84,1055
"2025-06-27 18:00:00",23427,23.51,91.3,960.5667,0.38,1.1,317.6,1055
"2025-06-27 19:00:00",23428,23.06,95.5,960.7633,0.02,0.7,350.2,1075
"2025-06-27 20:00:00",23429,22.58,96.9,960.8667,0.193,0.8,297.5,986
"2025-06-27 21:00:00",23430,21.96,98.1,961.2633,0.04,0.7,313.7,1062
"2025-06-27 22:00:00",23431,21.69,99.9,961.8433,0.127,0.6,317.9,962
"2025-06-27 23:00:00",23432,21.27,100,961.9434,0.14,0.7,319.2,1050
"2025-06-28 00:00:00",23433,21.1,100,961.8033,0.01,0.7,351.5,1052
"2025-06-28 01:00:00",23434,21.21,100,961.8234,0,0.6,336.8,1033
"2025-06-28 02:00:00",23435,20.83,100,961.9067,0,0.6,0,982
"2025-06-28 03:00:00",23436,20.81,100,961.7067,0,0.6,0,989
"2025-06-28 04:00:00",23437,20.96,100,961.4033,0.06,0.6,340.2,982
"2025-06-28 05:00:00",23438,20.78,100,961.3033,0,0.5,0,974
"2025-06-28 06:00:00",23439,20.71,100,961.1967,0,0.6,0,1007
"2025-06-28 07:00:00",23440,20.7,100,961.4167,0,0.3,0,1003
"2025-06-28 08:00:00",23441,20.74,100,961.5967,0,0.4,0,1032
"2025-06-28 09:00:00",23442,21.19,100,961.7167,0,0.5,358,1077
"2025-06-28 10:00:00",23443,22.07,99,961.4,0.163,0.9,313.5,1065
"2025-06-28 11:00:00",23444,22.83,98.1,961.1234,0.08,0.9,355.4,1081
"2025-06-28 12:00:00",23445,24.31,94.2,960.9534,0.257,1.1,17.9,989
"2025-06-28 13:00:00",23446,25.36,90.5,960.7433,0.273,1.8,14.02,1061
"2025-06-28 14:00:00",23447,25.81,89.5,960.3134,0.253,1.8,10.62,949
"2025-06-28 15:00:00",23448,25.37,92.2,960.0833,0.157,1.5,355.9,1024
"2025-06-28 16:00:00",23449,25.47,92.6,959.7867,0.03,0.8,358,1068
"2025-06-28 17:00:00",23450,25.38,92.1,959.4633,0.17,0.9,328.2,1047
"2025-06-28 18:00:00",23451,24.88,95.7,959.26,0.15,0.8,327.4,1006
"2025-06-28 19:00:00",23452,23.55,99.9,959.59,0.423,3.7,343.2,977
"2025-06-28 20:00:00",23453,22.78,100,959.93,0.273,1.2,335.1,1016
"2025-06-28 21:00:00",23454,22.46,100,960.2167,0.1,0.8,312.6,941
"2025-06-28 22:00:00",23455,22.47,100,960.5133,0.347,1,252.8,1010
"2025-06-28 23:00:00",23456,22.68,100,960.19,0.427,1,244.8,963
"2025-06-29 00:00:00",23457,22.7,100,959.7133,0.11,0.8,267.1,1018
"2025-06-29 01:00:00",23458,22.84,100,959.7667,0.137,0.7,314.2,953
"2025-06-29 02:00:00",23459,23,100,959.8333,0.033,0.6,346.4,973
"2025-06-29 03:00:00",23460,22.99,100,959.91,0,0.6,351.6,986
"2025-06-29 04:00:00",23461,22.92,100,960.2267,0,0.6,0,1011
"2025-06-29 05:00:00",23462,22.84,100,960.3933,0.013,0.8,0,987
"2025-06-29 06:00:00",23463,22.77,100,960.55,0,0.8,0,1006
"2025-06-29 07:00:00",23464,22.72,100,960.96,0,0.6,0,988
"2025-06-29 08:00:00",23465,22.95,100,961.1567,0,0.5,0,1007
"2025-06-29 09:00:00",23466,23.24,100,961.49,0.12,0.9,19.96,990
"2025-06-29 10:00:00",23467,23.62,100,961.6,0.17,1.7,74.62,987
"2025-06-29 11:00:00",23468,25.03,98,961.85,0.477,1.9,55.21,992
"2025-06-29 12:00:00",23469,25.4,94.6,961.6033,0.237,1.5,0.662,1062
"2025-06-29 13:00:00",23470,25.84,90.2,961.2433,0.323,1.5,3.82,969
"2025-06-29 14:00:00",23471,26.28,89.2,960.79,0.287,1.2,353.2,984
"2025-06-29 15:00:00",23472,26.73,86.3,960.5267,0.23,1.5,351.9,954
"2025-06-29 16:00:00",23473,26.86,84.5,960.57,0.397,1.5,330.4,1015
"2025-06-29 17:00:00",23474,26.66,85.7,960.6766,0.367,1,305.9,1050
"2025-06-29 18:00:00",23475,26.95,84.8,960.6666,0.207,1,357.8,1023
"2025-06-29 19:00:00",23476,26.04,87.4,960.9434,0.297,1,313.7,990
"2025-06-29 20:00:00",23477,25.33,88.1,961.0833,0.543,1,246,999
"2025-06-29 21:00:00",23478,25.07,87.9,961.41,0.597,0.9,256.9,932
"2025-06-29 22:00:00",23479,24.48,92.5,962.0034,0.587,0.9,254.5,991
"2025-06-29 23:00:00",23480,24.02,94.6,962.4333,0.567,0.9,255.4,978
"2025-06-30 00:00:00",23481,23.28,91.6,962.7233,0.47,1,240.9,971
"2025-06-30 01:00:00",23482,22.66,90.7,963.0467,0.467,1,253.7,973
"2025-06-30 02:00:00",23483,22.32,91.9,963.4434,0.573,1,248.7,958
"2025-06-30 03:00:00",23484,22.1,93,963.3667,0.607,1,254.9,1054
"2025-06-30 04:00:00",23485,22.24,93.4,963.2466,0.43,0.9,271.8,952
"2025-06-30 05:00:00",23486,22.2,95.9,963.4067,0,0.6,0,981
"2025-06-30 06:00:00",23487,22.2,96.1,963.7433,0.517,1,260.7,980
"2025-06-30 07:00:00",23488,22.72,95.2,964.1934,0.093,0.8,325.2,978
"2025-06-30 08:00:00",23489,23.61,92.6,964.3234,0.097,1.2,356.5,978
"2025-06-30 09:00:00",23490,24.65,89.4,964.23,0.44,1.5,25.6,1003
"2025-06-30 10:00:00",23491,25.34,84.9,964.1367,0.537,1.5,61.45,1033
"2025-06-30 11:00:00",23492,26.18,82.8,964.17,0.583,1.8,38.84,1000
"2025-06-30 12:00:00",23493,25.84,85.6,964.02,0.367,1.6,93.5,971
"2025-06-30 13:00:00",23494,26.91,81.9,963.8334,0.32,1.9,15.95,1053
"2025-06-30 14:00:00",23495,27.8,76.08,963.62,0.62,2.5,53.04,996
"2025-06-30 15:00:00",23496,27.25,79.47,963.5967,0.47,1.8,9.55,1010
"2025-06-30 16:00:00",23497,26.67,82.6,963.4633,0.267,1.4,6.187,974
"2025-06-30 17:00:00",23498,26.91,84,963.3167,0.283,1.2,5.128,1025
"2025-06-30 18:00:00",23499,26.74,83.6,963.22,0.393,1.2,344.2,999
"2025-06-30 19:00:00",23500,26.02,84.6,963.2033,0.28,1,278.4,1033
"2025-06-30 20:00:00",23501,25.48,87.6,963.5133,0.22,0.9,289.1,1081
"2025-06-30 21:00:00",23502,24.8,90.6,963.7333,0.403,0.8,255.3,981
"2025-06-30 22:00:00",23503,24.47,92.3,964.1266,0.27,0.9,237,987
"2025-06-30 23:00:00",23504,24.04,94.6,964.6766,0.41,0.9,249,996
"2025-07-01 00:00:00",23505,23.74,95.5,964.7167,0.167,0.9,273.6,1019
"2025-07-01 01:00:00",23506,23.3,95.5,964.5867,0.43,0.9,251.9,1032
"2025-07-01 02:00:00",23507,22.65,96.7,964.3433,0.55,1.2,271.2,1021
"2025-07-01 03:00:00",23508,22.73,96.4,964.7,0.46,0.9,263.6,1003
"2025-07-01 04:00:00",23509,22.91,95.8,965.1,0.397,0.8,271.4,988
"2025-07-01 05:00:00",23510,22.87,96.6,965.29,0.337,0.8,277.9,1001
"2025-07-01 06:00:00",23511,22.73,97.9,965.4867,0.103,0.7,316.7,982
"2025-07-01 07:00:00",23512,22.73,99.4,965.8234,0.11,0.9,320.1,952
"2025-07-01 08:00:00",23513,23.24,98.9,965.7833,0.17,1,18.56,990
"2025-07-01 09:00:00",23514,23.78,97.8,965.9467,0.057,1,6.729,963
"2025-07-01 10:00:00",23515,24.13,97.6,966.0367,0.127,1.1,9.84,947
"2025-07-01 11:00:00",23516,24.93,94.9,966.3333,0.223,1.5,21.17,946
"2025-07-01 12:00:00",23517,26.01,90.3,966.1667,0.527,1.7,60.55,972
"2025-07-01 13:00:00",23518,26.76,86.9,965.8,0.423,1.7,58.53,978
"2025-07-01 14:00:00",23519,27.31,85,965.45,0.423,1.5,27.6,1023
"2025-07-01 15:00:00",23520,27.59,85.4,965.2233,0.38,1.5,26.1,942
"2025-07-01 16:00:00",23521,27.46,86.2,965.07,0.377,2.1,5.953,1052
"2025-07-01 17:00:00",23522,27.08,88.6,964.8234,0.14,1.2,356.5,996
"2025-07-01 18:00:00",23523,26.41,90.8,964.65,0.113,0.9,355.2,1015
"2025-07-01 19:00:00",23524,25.65,92.2,964.6234,0.343,1.3,1.919,1020
"2025-07-01 20:00:00",23525,25.55,92.8,965.0833,0.13,1.3,359.5,943
"2025-07-01 21:00:00",23526,24.88,93.6,965.4267,0.237,0.8,296.6,1036
"2025-07-01 22:00:00",23527,24.31,95.1,965.7267,0.5,1,261.6,984
"2025-07-01 23:00:00",23528,23.89,97.5,965.8033,0.407,1,252.2,1014
"2025-07-02 00:00:00",23529,23.74,99.2,965.6533,0.377,0.8,262.3,950
"2025-07-02 01:00:00",23530,23.68,99.8,965.65,0.187,0.9,288.4,1014
"2025-07-02 02:00:00",23531,23.67,100,965.8933,0,0.7,0,1013
"2025-07-02 03:00:00",23532,23.4,100,965.98,0.02,0.7,351.5,990
"2025-07-02 04:00:00",23533,23.3,100,966.23,0.163,0.7,291.1,942
"2025-07-02 05:00:00",23534,23.26,100,966.03,0.047,0.6,349.9,1006
"2025-07-02 06:00:00",23535,23.21,100,966.1967,0.01,0.7,0,976
"2025-07-02 07:00:00",23536,23.62,99.5,966.3033,0.03,1.1,13.73,1042
"2025-07-02 08:00:00",23537,24.06,99,966.66,0.047,1.1,5.437,957
"2025-07-02 09:00:00",23538,24.75,95.7,966.88,0.293,1.1,38.59,1057
"2025-07-02 10:00:00",23539,25.04,94.4,966.9033,0.093,1.5,6.766,979
"2025-07-02 11:00:00",23540,26.6,86.8,966.6033,0.643,2.2,72.83,986
"2025-07-02 12:00:00",23541,27.16,83.3,965.9966,0.58,2.3,72.88,968
"2025-07-02 13:00:00",23542,26.87,85.9,965.7733,0.473,1.7,24.24,987
"2025-07-02 14:00:00",23543,27.66,82.2,965.6934,0.59,2.3,62.32,1006
"2025-07-02 15:00:00",23544,27.35,80,965.7733,0.617,2.9,80.3,1005
"2025-07-02 16:00:00",23545,27.77,79.11,965.1667,0.553,1.9,71.7,1071
"2025-07-02 17:00:00",23546,27.13,81.5,964.5067,0.373,1.7,7.034,993
"2025-07-02 18:00:00",23547,26.64,85.4,964.2067,0.133,1.2,354.2,998
"2025-07-02 19:00:00",23548,26.28,86.1,964.3267,0.113,1.2,350.2,1087
"2025-07-02 20:00:00",23549,25.6,88.5,964.54,0.207,0.9,276.6,1024
"2025-07-02 21:00:00",23550,24.85,90.8,964.4233,0.173,0.9,280.1,1028
"2025-07-02 22:00:00",23551,24.22,93.6,964.8433,0.497,0.9,237.9,998
"2025-07-02 23:00:00",23552,23.88,96.2,965.1733,0.273,0.8,270.7,992
"2025-07-03 00:00:00",23553,23.9,96,965.2733,0.203,0.8,262.2,1008
"2025-07-03 01:00:00",23554,23.66,97,965.0133,0.41,1.1,275.7,1004
"2025-07-03 02:00:00",23555,23.55,98,964.6567,0.253,0.7,262.5,1007
"2025-07-03 03:00:00",23556,23.58,98.6,964.1,0.1,0.6,347.3,1024
"2025-07-03 04:00:00",23557,23.35,99.8,963.9333,0.127,0.7,327,1019
"2025-07-03 05:00:00",23558,23.21,100,964.1266,0,0.5,0,1002
"2025-07-03 06:00:00",23559,23.24,100,964.3533,0,0.5,0,1015
"2025-07-03 07:00:00",23560,23.41,100,964.45,0,0.5,0,1000
"2025-07-03 08:00:00",23561,24.18,99.2,964.5567,0.037,1.1,8.05,1042
"2025-07-03 09:00:00",23562,24.78,95.9,964.8734,0.383,1.5,44.78,1008
"2025-07-03 10:00:00",23563,25.1,93.1,964.6133,0.3,1.4,27.21,1031
"2025-07-03 11:00:00",23564,24.89,93.1,964.5367,0.08,1.4,15.8,1036
"2025-07-03 12:00:00",23565,25.55,90.8,964.1467,0.437,2.4,48.35,939
"2025-07-03 13:00:00",23566,26.01,88.1,963.7833,0.423,2.1,28.7,1022
"2025-07-03 14:00:00",23567,26.98,82.1,963.3367,0.84,3.4,70.03,1068
"2025-07-03 15:00:00",23568,26.75,84.2,962.74,0.417,2.2,35.69,1015
"2025-07-03 16:00:00",23569,26.52,87.5,962.2,0.143,1,11.04,1070
"2025-07-03 17:00:00",23570,26.5,87.8,962.0167,0.033,1.1,0,1031
"2025-07-03 18:00:00",23571,25.8,88.3,961.9633,0,0.7,351.4,1086
"2025-07-03 19:00:00",23572,25.92,87,961.8667,0.12,0.7,317.3,1067
"2025-07-03 20:00:00",23573,25.12,85.2,961.9033,0.48,1,258.4,1049
"2025-07-03 21:00:00",23574,24.44,87.1,962.01,0.39,1,257.2,1072
"2025-07-03 22:00:00",23575,24.15,87.1,962.19,0.487,0.8,263.1,1057
"2025-07-03 23:00:00",23576,23.88,87.9,962.2833,0.207,0.8,285,1056
"2025-07-04 00:00:00",23577,23.58,90.2,962.02,0.077,0.7,331.6,1065
"2025-07-04 01:00:00",23578,23.28,91.2,961.6367,0.27,0.9,278.8,1066
"2025-07-04 02:00:00",23579,22.37,95.8,961.2933,0.227,0.9,294.4,1076
"2025-07-04 03:00:00",23580,21.69,98,960.9133,0.3,0.8,287.2,1018
"2025-07-04 04:00:00",23581,21.33,98.2,961.3933,0.28,0.8,278.6,1106
"2025-07-04 05:00:00",23582,21.13,97.6,961.6667,0.04,0.9,353.3,1026
"2025-07-04 06:00:00",23583,20.92,97.6,961.84,0.24,0.8,286,1097
"2025-07-04 07:00:00",23584,21.31,97.4,962.1066,0,0.7,358.3,1070
"2025-07-04 08:00:00",23585,22.21,95.8,962.01,0.077,0.8,12.73,1092
"2025-07-04 09:00:00",23586,22.49,95.9,961.7534,0.15,0.9,26.55,1006
"2025-07-04 10:00:00",23587,22.94,95.3,961.9867,0.14,1,16.11,981
"2025-07-04 11:00:00",23588,23.36,92.9,961.6667,0.217,1.3,39.33,1098
"2025-07-04 12:00:00",23589,23.93,90,961.3533,0.283,1.6,30.56,1040
"2025-07-04 13:00:00",23590,23.85,90.5,961.14,0.403,1.2,43.11,1050
"2025-07-04 14:00:00",23591,22.32,99,960.1166,0.01,0.9,0,1082
"2025-07-04 15:00:00",23592,22.65,99.9,959.8167,0.083,0.9,0,1112
"2025-07-04 16:00:00",23593,22.74,99.3,959.58,0.133,1.4,21.41,1125
"2025-07-04 17:00:00",23594,22.69,100,959.4,0,0.7,358,1040
"2025-07-04 18:00:00",23595,22.72,100,958.8567,0.107,0.8,321.7,1016
"2025-07-04 19:00:00",23596,22.92,100,958.6733,0.093,0.8,326.6,1112
"2025-07-04 20:00:00",23597,22.98,100,958.8066,0.197,0.9,326.6,1030
"2025-07-04 21:00:00",23598,23.01,100,959.0233,0.253,0.8,264.2,1034
"2025-07-04 22:00:00",23599,23.12,100,959.5634,0.15,0.8,315.3,1042
"2025-07-04 23:00:00",23600,22.99,100,959.5933,0.24,0.8,295.9,1023
"2025-07-05 00:00:00",23601,22.87,99.8,959.9966,0.173,0.7,285.1,1034
"2025-07-05 01:00:00",23602,22.78,99.9,959.89,0.04,0.7,331.4,1037
"2025-07-05 02:00:00",23603,22.48,100,959.96,0.07,0.9,351.5,1011
"2025-07-05 03:00:00",23604,22.32,100,959.8633,0.087,0.8,318.4,1029
"2025-07-05 04:00:00",23605,22.29,100,959.8134,0,0.7,356.4,985
"2025-07-05 05:00:00",23606,22.17,100,959.89,0,0.6,358.2,1107
"2025-07-05 06:00:00",23607,22.11,100,960,0,0.6,0,1029
"2025-07-05 07:00:00",23608,22.28,100,960.18,0,0.6,0,1004
"2025-07-05 08:00:00",23609,22.39,100,960.3267,0.01,0.7,0,1041
"2025-07-05 09:00:00",23610,22.25,100,960.4267,0.01,0.8,0,1083
"2025-07-05 10:00:00",23611,22.35,100,960.2466,0.057,0.8,15.97,1056
"2025-07-05 11:00:00",23612,23.4,97,960.19,0.337,1.1,42.28,1096
"2025-07-05 12:00:00",23613,23.83,94.8,960.12,0.13,0.9,9.13,1033
"2025-07-05 13:00:00",23614,24.33,93.1,959.65,0.177,1,26.83,1120
"2025-07-05 14:00:00",23615,24.95,89.8,959.4366,0.427,2,64.42,1125
"2025-07-05 15:00:00",23616,25.95,85.5,959.0333,0.343,1.7,65.86,1044
"2025-07-05 16:00:00",23617,26.13,87.3,958.7867,0.07,1,0,1080
"2025-07-05 17:00:00",23618,26.18,86.6,958.4133,0.163,1.1,353.6,1111
"2025-07-05 18:00:00",23619,26.19,87,957.96,0.18,1,338,1073
"2025-07-05 19:00:00",23620,25.67,88.3,957.59,0.217,0.8,270.4,1119
"2025-07-05 20:00:00",23621,25.07,91.3,957.6,0.37,0.8,262.9,1050
"2025-07-05 21:00:00",23622,24.49,93,958.05,0.25,0.8,269.5,1072
"2025-07-05 22:00:00",23623,24.77,90.4,958.9167,0.14,0.8,315.9,1013
"2025-07-05 23:00:00",23624,24.42,90.8,959.25,0.097,0.7,308.5,1142
"2025-07-06 00:00:00",23625,23.71,91.5,959.2,0.317,0.9,254.6,1019
"2025-07-06 01:00:00",23626,23.29,93.2,958.9067,0.32,0.8,271.9,1070
"2025-07-06 02:00:00",23627,23.11,95.4,958.67,0.01,0.6,342.3,1058
"2025-07-06 03:00:00",23628,22.85,97.9,958.8134,0,0.6,0,1042
"2025-07-06 04:00:00",23629,22.67,99,958.4033,0,0.6,358.2,1076
"2025-07-06 05:00:00",23630,22.54,99.4,958.4133,0,0.5,0,1023
"2025-07-06 06:00:00",23631,22.5,99.8,958.74,0,0.6,0,1106
"2025-07-06 07:00:00",23632,22.57,99.9,959.12,0,0.6,358.6,1086
"2025-07-06 08:00:00",23633,22.52,99.9,959.12,0,0.6,0,1072
"2025-07-06 09:00:00",23634,22.64,100,959.4733,0,0.6,0,1057
"2025-07-06 10:00:00",23635,23.02,99.9,959.2967,0.077,0.7,8.17,1061
"2025-07-06 11:00:00",23636,23.31,99.3,959.1866,0.257,1.1,53.25,1010
"2025-07-06 12:00:00",23637,23.31,99.3,959.3367,0.137,1.1,36.5,1102
"2025-07-06 13:00:00",23638,23.68,98.1,959.1433,0.13,1,39.27,1080
"2025-07-06 14:00:00",23639,24.68,94.7,958.6367,0.087,1,7.842,1015
"2025-07-06 15:00:00",23640,25.15,93.1,958.2033,0.113,0.8,6.731,1068
"2025-07-06 16:00:00",23641,25.08,94.6,958.1066,0,0.7,0,1081
"2025-07-06 17:00:00",23642,25.6,92.7,958.0433,0,0.7,0,1146
"2025-07-06 18:00:00",23643,25.96,92.3,957.9267,0,0.8,0,1099
"2025-07-06 19:00:00",23644,25.8,93.1,958.0034,0.103,0.7,342.6,1095
"2025-07-06 20:00:00",23645,25.36,93.9,958.2,0.633,1,257.6,1002
"2025-07-06 21:00:00",23646,25.25,93.3,958.5133,0.643,1,248.6,1032
"2025-07-06 22:00:00",23647,25.52,90.6,959.0433,0.613,1,247.4,1050
"2025-07-06 23:00:00",23648,25.44,90.9,959.2,0.61,1.1,248.1,1025
"2025-07-07 00:00:00",23649,25.45,91.2,959.09,0.41,1,253.2,1081
"2025-07-07 01:00:00",23650,25.28,92.4,958.89,0.103,0.8,262.5,1096
"2025-07-07 02:00:00",23651,25.13,93.7,959.03,0.183,0.8,341.4,1073
"2025-07-07 03:00:00",23652,24.8,96.8,959.16,0.39,0.8,266.9,1043
"2025-07-07 04:00:00",23653,24.81,98.3,959.14,0.067,0.6,345.9,1026
