"TOA5","CRNP_1","CR300","13298","CR310.Std.10.04","CPU:221025_KIHS_Hydro_mod_WS500.CR300","4478","Hour1_HongCheon_AWS"
"TIMESTAMP","RECORD","Air_Temp_Avg","RH_Avg","Air_Press_Avg","WS_avg_Avg","WS_max_Max","WD_VCT","HI_NeutronCts_Tot"
"TS","RN","DegC","%","hPa","m/s","m/s","Deg",""
"","","Avg","Avg","Avg","Avg","Max","WVc","Tot"
"2025-07-18 00:00:00",23913,20.52,100,958.7233,0.51,1.3,268.7,1033
"2025-07-18 01:00:00",23914,20.5,100,958.3567,0.64,1.3,259.5,1040
"2025-07-18 02:00:00",23915,20.44,100,958.5533,0.297,1.2,277.3,991
"2025-07-18 03:00:00",23916,20.32,100,958.5733,0.233,0.9,277.4,986
"2025-07-18 04:00:00",23917,20.07,100,958.6767,0.297,1.1,279.7,1025
"2025-07-18 05:00:00",23918,19.99,100,959.0167,0.037,0.6,351.2,1054
"2025-07-18 06:00:00",23919,20.09,100,959.33,0.237,1,294.8,1066
"2025-07-18 07:00:00",23920,20.19,100,959.5967,0.297,1,289.8,998
"2025-07-18 08:00:00",23921,20.94,100,960.0067,0.263,0.9,281.2,989
"2025-07-18 09:00:00",23922,21.71,99.9,960.1934,0.257,1.1,316.4,1090
"2025-07-18 10:00:00",23923,21.79,99.9,960.7933,0.287,1.1,334.3,1038
"2025-07-18 11:00:00",23924,21.08,100,960.9933,0.193,1.1,354.2,969
"2025-07-18 12:00:00",23925,21.41,100,961.0034,0.25,0.9,290.6,1054
"2025-07-18 13:00:00",23926,21.81,100,960.6766,0,0.6,0,1039
"2025-07-18 14:00:00",23927,22.36,100,960.3933,0.207,1.1,343.5,953
"2025-07-18 15:00:00",23928,23.03,100,960.0566,0.03,0.6,353.5,1008
"2025-07-18 16:00:00",23929,23.68,100,959.86,0.043,0.7,2.18,1071
"2025-07-18 17:00:00",23930,23.92,100,959.47,0,0.7,0,1011
"2025-07-18 18:00:00",23931,24.27,100,959.3467,0.097,0.7,347.5,1026
"2025-07-18 19:00:00",23932,23.92,97.8,959.4167,0.38,1.1,275.2,1059
"2025-07-18 20:00:00",23933,23.62,94.7,960.2233,0.803,1.3,249.5,1086
"2025-07-18 21:00:00",23934,23.52,93.9,960.58,0.697,1.3,258.8,1050
"2025-07-18 22:00:00",23935,22.83,98.6,960.6633,0.47,1,261,966
"2025-07-18 23:00:00",23936,22.88,98.6,961.1033,0.373,1.3,277.3,1005
"2025-07-19 00:00:00",23937,22.95,98,960.8967,0.653,1.3,255.7,1009
"2025-07-19 01:00:00",23938,22.62,98.4,960.7767,0.45,1.1,264.4,1009
"2025-07-19 02:00:00",23939,21.96,99.6,960.8533,0.127,1,316.2,983
"2025-07-19 03:00:00",23940,22.28,99.4,960.62,0.593,1,255.9,1020
"2025-07-19 04:00:00",23941,22.01,99.7,960.8533,0.42,1,281.2,989
"2025-07-19 05:00:00",23942,21.43,100,961.7767,0.193,0.9,358.1,992
"2025-07-19 06:00:00",23943,20.14,100,961.8567,0.42,1.4,9.44,942
"2025-07-19 07:00:00",23944,19.28,100,962.0767,0.177,1.1,354.6,965
"2025-07-19 08:00:00",23945,19.16,100,962.4267,0.14,0.9,352.8,1019
"2025-07-19 09:00:00",23946,19.48,100,962.5,0.237,1,339.6,954
"2025-07-19 10:00:00",23947,19.84,100,962.41,0.22,0.9,359.3,987
"2025-07-19 11:00:00",23948,20.27,100,962.2333,0.107,0.7,350.6,948
"2025-07-19 12:00:00",23949,20.94,100,962.3333,0.293,0.9,312.6,1013
"2025-07-19 13:00:00",23950,21.46,100,961.9467,0.457,2,357.7,965
"2025-07-19 14:00:00",23951,22.31,100,961.85,0.553,2.1,47.31,1005
"2025-07-19 15:00:00",23952,22.89,100,961.7967,0.373,1.7,14.49,1006
"2025-07-19 16:00:00",23953,22.76,100,962.14,0.377,1.4,350.2,1044
"2025-07-19 17:00:00",23954,22.68,100,962.1833,0.14,0.9,319,966
"2025-07-19 18:00:00",23955,22.57,100,962.4733,0.03,1.2,351.3,996
"2025-07-19 19:00:00",23956,22.6,100,962.5,0.077,0.8,340.7,967
"2025-07-19 20:00:00",23957,22.45,100,962.6,0.29,1.4,308.9,1014
"2025-07-19 21:00:00",23958,22.22,100,963.2033,0.1,1.4,0,980
"2025-07-19 22:00:00",23959,22.04,100,963.6633,0.01,0.7,0,1011
"2025-07-19 23:00:00",23960,21.96,100,963.7167,0.26,1.2,22.31,951
"2025-07-20 00:00:00",23961,21.81,100,963.94,0.16,1.1,8.73,952
"2025-07-20 01:00:00",23962,21.8,100,963.58,0.09,1.3,0,880
"2025-07-20 02:00:00",23963,21.75,100,962.91,0.437,2.2,39.32,982
"2025-07-20 03:00:00",23964,21.71,100,963.0433,0.43,1.5,41.88,949
"2025-07-20 04:00:00",23965,21.7,100,963.82,0.293,1.3,26.87,954
"2025-07-20 05:00:00",23966,21.79,100,964.33,0.243,1.4,45.88,946
"2025-07-20 06:00:00",23967,21.76,100,964.5467,0.253,1.4,36.37,948
"2025-07-20 07:00:00",23968,21.72,100,964.8467,0.02,0.9,0,938
"2025-07-20 08:00:00",23969,21.86,100,965.5,0.01,0.8,1.969,939
"2025-07-20 09:00:00",23970,22.18,100,966.13,0,0.8,0,955
"2025-07-20 10:00:00",23971,22.59,100,966.0233,0.02,0.8,354.2,935
"2025-07-20 11:00:00",23972,23.08,100,965.8533,0.107,1.8,4.771,967
"2025-07-20 12:00:00",23973,23.64,100,965.8834,0.33,1.7,358.1,956
"2025-07-20 13:00:00",23974,25,99.5,965.49,0.403,1.5,4.204,945
"2025-07-20 14:00:00",23975,25.47,96.7,965.1367,0.183,1.4,349.9,989
"2025-07-20 15:00:00",23976,25.97,93.1,964.8333,0.237,2.3,354.1,998
"2025-07-20 16:00:00",23977,26.17,91.4,964.6367,0.067,1.3,0,1027
"2025-07-20 17:00:00",23978,25.68,92.6,964.81,0.14,1,332.2,970
"2025-07-20 18:00:00",23979,25.42,94.3,965.0067,0.517,0.8,264.1,966
"2025-07-20 19:00:00",23980,25.36,95,965.14,0.557,1,266.4,980
"2025-07-20 20:00:00",23981,24.91,95.6,965.4167,0.57,0.9,257.9,910
"2025-07-20 21:00:00",23982,24.3,96.8,965.8766,0.563,1,245.7,991
"2025-07-20 22:00:00",23983,24.05,97.5,966.5133,0.457,1,244.7,941
"2025-07-20 23:00:00",23984,23.9,98,966.6433,0.46,1.1,249.9,991
"2025-07-21 00:00:00",23985,23.91,98.2,966.4867,0.4,1,240.6,980
"2025-07-21 01:00:00",23986,23.63,99.6,966.6433,0.277,1,289.1,994
"2025-07-21 02:00:00",23987,23.17,100,966.3333,0,0.5,351.4,965
"2025-07-21 03:00:00",23988,23.09,100,966.09,0,0.7,0,979
"2025-07-21 04:00:00",23989,23.08,100,966.0034,0,0.6,0,972
"2025-07-21 05:00:00",23990,23.1,100,966.0733,0.127,0.8,232.7,974
"2025-07-21 06:00:00",23991,23.14,100,966.35,0.02,0.7,355.8,976
"2025-07-21 07:00:00",23992,23.06,100,966.84,0.01,0.7,0,985
"2025-07-21 08:00:00",23993,23.16,100,967.4366,0,0.7,0,1000
"2025-07-21 09:00:00",23994,23.44,100,967.6934,0.06,1.4,351.2,991
"2025-07-21 10:00:00",23995,23.79,100,967.7633,0.067,1.1,6.045,898
"2025-07-21 11:00:00",23996,24.36,99.9,967.75,0.497,1.5,54.28,975
"2025-07-21 12:00:00",23997,25.14,98.1,967.6533,0.587,1.7,67.38,989
"2025-07-21 13:00:00",23998,26.35,91,967.2667,0.72,2.4,68.97,979
"2025-07-21 14:00:00",23999,26.96,85.9,966.6833,0.697,2.2,45.51,925
"2025-07-21 15:00:00",24000,27.4,86.6,966.05,0.48,2,11.05,1019
"2025-07-21 16:00:00",24001,27.4,85.3,965.8467,0.43,2.1,358,1003
"2025-07-21 17:00:00",24002,26.45,92.3,965.88,0.273,1.1,324.3,987
"2025-07-21 18:00:00",24003,26.16,94.5,965.7567,0.077,0.9,338.9,1007
"2025-07-21 19:00:00",24004,25.82,95.9,965.8766,0.25,1,296.4,939
"2025-07-21 20:00:00",24005,25.38,98.8,966.2534,0.153,0.7,311.8,1011
"2025-07-21 21:00:00",24006,24.71,99.9,966.62,0.337,0.9,258.9,884
"2025-07-21 22:00:00",24007,24.26,99.8,966.9767,0.387,0.9,268.2,995
"2025-07-21 23:00:00",24008,23.77,100,967.3234,0.307,0.7,278,986
"2025-07-22 00:00:00",24009,23.45,100,967.3334,0.237,0.7,288.7,988
"2025-07-22 01:00:00",24010,23.39,100,967.1333,0.37,0.9,251.4,985
"2025-07-22 02:00:00",24011,23.43,100,967.2,0.243,0.9,260.1,940
"2025-07-22 03:00:00",24012,23.4,100,967.3433,0,0.7,0,986
"2025-07-22 04:00:00",24013,23.25,100,967.4567,0,0.6,0,942
"2025-07-22 05:00:00",24014,22.92,100,967.45,0.08,0.7,312.4,932
"2025-07-22 06:00:00",24015,23,100,967.3066,0,0.6,348.7,937
"2025-07-22 07:00:00",24016,23.07,100,967.51,0,0.6,356.8,1008
"2025-07-22 08:00:00",24017,23.64,99.8,968,0.02,1,3.468,970
"2025-07-22 09:00:00",24018,24.05,99.8,968.1,0.067,1,2.964,939
"2025-07-22 10:00:00",24019,24.74,96.7,968.06,0.117,0.9,11.28,969
"2025-07-22 11:00:00",24020,25.36,93.4,967.98,0.09,1,11.72,998
"2025-07-22 12:00:00",24021,25.88,90.7,967.8533,0.287,1.3,5.926,997
"2025-07-22 13:00:00",24022,26.9,85,967.5267,0.55,1.7,79.61,996
"2025-07-22 14:00:00",24023,26.94,85.5,967.3033,0.533,1.7,45.58,970
"2025-07-22 15:00:00",24024,25.18,100,966.88,0.28,1.1,0.674,997
"2025-07-22 16:00:00",24025,26.2,98.8,966.5367,0.273,1.1,350.7,1008
"2025-07-22 17:00:00",24026,25.5,95,966.7633,0.28,3,332.2,1001
"2025-07-22 18:00:00",24027,24.52,96.7,966.7367,0.3,1.2,280.6,969
"2025-07-22 19:00:00",24028,24.09,99.4,966.6333,0.55,1.7,229,989
"2025-07-22 20:00:00",24029,23.94,100,966.7067,0.39,1.1,256.9,991
"2025-07-22 21:00:00",24030,24.02,100,967.1166,0.363,0.9,275,1011
"2025-07-22 22:00:00",24031,23.81,100,967.4333,0.493,1,247.4,1017
"2025-07-22 23:00:00",24032,23.29,100,967.3633,0.337,1.1,293.8,976
"2025-07-23 00:00:00",24033,22.9,100,967.08,0.703,1.2,242.5,1001
"2025-07-23 01:00:00",24034,22.95,100,966.89,0.29,1.1,239.7,920
"2025-07-23 02:00:00",24035,22.4,100,966.93,0,0.7,0,978
"2025-07-23 03:00:00",24036,22.4,100,967.0533,0,0.5,0,969
"2025-07-23 04:00:00",24037,22.09,100,967.2366,0,0.4,0,964
"2025-07-23 05:00:00",24038,21.84,100,967.4833,0,0.5,0,974
"2025-07-23 06:00:00",24039,21.94,100,967.6,0,0.5,356.3,999
"2025-07-23 07:00:00",24040,22.26,100,967.7333,0,0.5,0,954
"2025-07-23 08:00:00",24041,22.75,100,967.87,0.147,0.7,25.31,972
"2025-07-23 09:00:00",24042,24.2,99.8,968,0.557,1.1,72.58,997
"2025-07-23 10:00:00",24043,25,94.6,967.87,0.4,1,49,959
"2025-07-23 11:00:00",24044,25.79,89.6,967.7933,0.227,1.2,12.54,996
"2025-07-23 12:00:00",24045,26.49,86.8,967.4867,0.213,1.5,14.42,984
"2025-07-23 13:00:00",24046,27.59,80.4,966.9233,0.387,1.7,10.28,988
"2025-07-23 14:00:00",24047,28.24,74.3,966.3967,0.357,1.6,13.67,1040
"2025-07-23 15:00:00",24048,28.2,73.16,965.7933,0.47,1.6,359.8,993
"2025-07-23 16:00:00",24049,27.73,77.17,965.6367,0.06,1.1,346.6,1003
"2025-07-23 17:00:00",24050,27.31,80,965.27,0.413,1,272.1,994
"2025-07-23 18:00:00",24051,26.73,84.1,964.78,0.493,1,245.9,946
"2025-07-23 19:00:00",24052,26.54,86.2,964.69,0.687,1.1,254.5,959
"2025-07-23 20:00:00",24053,26.11,86.3,964.6433,0.65,1,249.9,1020
"2025-07-23 21:00:00",24054,25.59,87.7,964.7366,0.557,1.1,247.9,972
"2025-07-23 22:00:00",24055,24.93,90,965.1766,0.747,1.2,243.3,996
"2025-07-23 23:00:00",24056,24.51,92.1,965.29,0.527,1.2,248.1,1020
"2025-07-24 00:00:00",24057,24.15,94.1,965.39,0.367,1.1,291.9,1031
"2025-07-24 01:00:00",24058,23.99,95.3,965.4233,0.377,0.9,279.2,971
"2025-07-24 02:00:00",24059,23.37,100,965.44,0.103,0.7,336.6,987
"2025-07-24 03:00:00",24060,23.1,99.9,965.3033,0.137,0.8,335.1,1001
"2025-07-24 04:00:00",24061,22.48,100,965.5,0,0.5,0,988
"2025-07-24 05:00:00",24062,22.48,100,965.3834,0,0.5,351.6,1035
"2025-07-24 06:00:00",24063,22.21,100,965.6433,0,0.5,0,993
"2025-07-24 07:00:00",24064,22.52,100,965.72,0,0.4,0,1014
"2025-07-24 08:00:00",24065,22.96,100,965.7433,0,0.5,0,968
"2025-07-24 09:00:00",24066,24.42,98,965.63,0.287,0.8,55.95,1008
"2025-07-24 10:00:00",24067,25.8,92.4,965.4567,0.353,1.1,68.06,1021
"2025-07-24 11:00:00",24068,27.32,78.25,965.33,0.177,0.9,22.76,1044
"2025-07-24 12:00:00",24069,27.5,79.93,965.0333,0.067,0.8,354.9,985
"2025-07-24 13:00:00",24070,27.83,80.2,964.5,0.347,1.3,39.16,1025
"2025-07-24 14:00:00",24071,28.97,72.31,964.0233,0.48,2,3.638,952
"2025-07-24 15:00:00",24072,29.52,63.94,963.71,0.523,1.8,8.71,1032
"2025-07-24 16:00:00",24073,29.4,68.35,963.31,0.617,1.7,355.9,1016
"2025-07-24 17:00:00",24074,29.36,67.07,963.1866,0.353,1.4,336.3,1038
"2025-07-24 18:00:00",24075,28.73,70.4,962.94,0.57,1,256.8,1065
"2025-07-24 19:00:00",24076,27.91,72.19,963.0333,0.59,1,260,1051
"2025-07-24 20:00:00",24077,26.73,78.6,963.0466,0.427,0.8,267.3,1048
"2025-07-24 21:00:00",24078,26.18,81.4,963.0867,0.527,0.9,264.8,1014
"2025-07-24 22:00:00",24079,25.78,83.8,963.54,0.257,0.7,295.8,1014
"2025-07-24 23:00:00",24080,25.6,84.3,963.6133,0.3,0.7,275.1,1035
"2025-07-25 00:00:00",24081,25.31,86.6,963.5733,0.087,0.6,321.4,999
"2025-07-25 01:00:00",24082,24.32,91.9,963.57,0,0.5,355.9,1000
"2025-07-25 02:00:00",24083,23.71,94.6,963.5233,0.033,0.6,349.1,987
"2025-07-25 03:00:00",24084,23.26,97.4,963.3333,0,0.5,358.1,987
"2025-07-25 04:00:00",24085,22.59,100,963.26,0,0.4,0,1040
"2025-07-25 05:00:00",24086,22.39,100,963.2833,0,0.4,0,1058
"2025-07-25 06:00:00",24087,22.17,100,963.3667,0,0.6,353.7,1029
"2025-07-25 07:00:00",24088,22.07,100,963.55,0,0.4,0,1050
"2025-07-25 08:00:00",24089,23.18,99.2,963.62,0,0.5,1.915,1063
"2025-07-25 09:00:00",24090,25.17,94.1,963.5133,0.367,0.8,73.26,1054
"2025-07-25 10:00:00",24091,26.97,88.3,963.5967,0.37,0.9,73.55,1008
"2025-07-25 11:00:00",24092,28.51,78.08,963.5233,0.537,1.6,356.6,1073
"2025-07-25 12:00:00",24093,29.82,71.48,963.3833,0.483,1.7,28.62,1029
"2025-07-25 13:00:00",24094,30.94,62.01,962.9167,0.503,1.3,21.21,1042
"2025-07-25 14:00:00",24095,31.07,65.26,962.5433,0.53,1.4,52.62,1115
"2025-07-25 15:00:00",24096,31.28,62.33,961.91,0.49,1.7,10.27,1029
"2025-07-25 16:00:00",24097,31.33,61.08,961.4233,0.463,2.5,358.4,1061
"2025-07-25 17:00:00",24098,30.95,61.46,961.26,0.42,1.6,348.5,1086
"2025-07-25 18:00:00",24099,30.31,65.47,961.1367,0.48,1.1,256.7,1113
"2025-07-25 19:00:00",24100,29.54,68.75,961.2433,0.647,1.1,253.6,1012
"2025-07-25 20:00:00",24101,28.69,69.91,961.6167,0.797,1.2,250,1104
"2025-07-25 21:00:00",24102,27.68,73.96,962.3233,0.853,1.2,254.2,1074
"2025-07-25 22:00:00",24103,27.04,78.47,962.7466,0.787,1.2,255.9,1038
"2025-07-25 23:00:00",24104,26.93,78.59,962.9333,0.56,1,264.1,1010
"2025-07-26 00:00:00",24105,26.85,79.22,962.96,0.563,1.1,256.2,1005
"2025-07-26 01:00:00",24106,25.99,85,962.7534,0.153,1,338.7,1042
"2025-07-26 02:00:00",24107,25.17,88.9,962.44,0.037,0.7,351.3,1043
"2025-07-26 03:00:00",24108,24.26,93.3,962.3,0.023,0.6,1.17,1001
"2025-07-26 04:00:00",24109,23.73,96.1,962.2567,0,0.5,0,1052
"2025-07-26 05:00:00",24110,23.64,95.8,962.1066,0.1,1,348.8,1029
"2025-07-26 06:00:00",24111,23.23,96.2,962.36,0,0.6,0,1046
"2025-07-26 07:00:00",24112,23.22,97.4,962.4933,0,0.5,0,1013
"2025-07-26 08:00:00",24113,24.43,94.5,962.6533,0.043,0.7,16.46,1045
"2025-07-26 09:00:00",24114,26.22,88.4,962.6367,0,0.9,9.48,1048
"2025-07-26 10:00:00",24115,28.06,74.73,962.5466,0.487,2,328.8,1036
"2025-07-26 11:00:00",24116,28.91,72.38,962.59,0.443,2,16.64,1076
"2025-07-26 12:00:00",24117,30.21,66.1,962.3267,0.64,1.9,33.8,1061
"2025-07-26 13:00:00",24118,31.02,63.01,961.8333,0.633,2.1,99.8,1037
"2025-07-26 14:00:00",24119,31.5,61.52,961.3967,0.513,1.7,26.98,1036
"2025-07-26 15:00:00",24120,31.67,59.38,960.9333,0.483,1.6,351,1045
"2025-07-26 16:00:00",24121,31.77,54.44,960.5,0.543,1.7,326.2,1136
"2025-07-26 17:00:00",24122,31.42,54.02,960.25,0.387,2,314.6,1079
"2025-07-26 18:00:00",24123,30.78,58.31,960.0767,0.62,1.1,257.6,1081
"2025-07-26 19:00:00",24124,30.2,63.65,960.0466,0.75,1.1,251.6,1119
"2025-07-26 20:00:00",24125,29.03,69.9,960.2466,0.783,1.1,256.1,1000
"2025-07-26 21:00:00",24126,28.05,75.03,960.6533,0.857,1.2,246.6,1051
"2025-07-26 22:00:00",24127,27.42,77.58,961.1567,0.853,1.4,251.6,1050
"2025-07-26 23:00:00",24128,27.25,78.67,961.4033,0.81,1.3,246.5,1103
"2025-07-27 00:00:00",24129,26.72,82.5,961.5067,0.527,1.3,266.9,1059
"2025-07-27 01:00:00",24130,26.29,84.9,961.4167,0.277,0.9,292.9,1004
"2025-07-27 02:00:00",24131,25.53,88.2,961.22,0.247,0.6,296.1,1006
"2025-07-27 03:00:00",24132,25.33,89.5,960.97,0.02,0.6,346.5,1007
"2025-07-27 04:00:00",24133,24.61,93.8,960.7867,0,0.5,0,1030
"2025-07-27 05:00:00",24134,24.22,95.3,960.7633,0.02,0.5,354,1073
"2025-07-27 06:00:00",24135,23.89,95.8,960.84,0,0.7,358,1089
"2025-07-27 07:00:00",24136,24.44,92.8,960.9667,0,0.7,0,1054
"2025-07-27 08:00:00",24137,25.66,88.5,960.9633,0.02,0.8,0,1041
"2025-07-27 09:00:00",24138,26.51,88.3,960.99,0.18,1.2,29.69,1063
"2025-07-27 10:00:00",24139,28.32,78.32,960.76,0.233,1.4,42.35,1055
"2025-07-27 11:00:00",24140,29.8,66.33,960.5367,0.517,2.3,36.68,1113
"2025-07-27 12:00:00",24141,31.07,60.09,960.2267,0.64,1.8,15.57,1089
"2025-07-27 13:00:00",24142,31.68,56.28,959.8234,0.653,2,38.87,1072
"2025-07-27 14:00:00",24143,32.03,52.32,959.34,0.57,2,35.64,1094
"2025-07-27 15:00:00",24144,32.15,53.77,958.8834,0.497,1.5,10.09,1114
"2025-07-27 16:00:00",24145,31.72,61.02,958.5566,0.443,1.5,321,1088
"2025-07-27 17:00:00",24146,31.38,64.88,958.4167,0.32,1,331.4,1015
"2025-07-27 18:00:00",24147,30.9,66.42,957.99,0.437,1.1,251.7,1043
"2025-07-27 19:00:00",24148,30.14,67.9,957.7367,0.453,1,241.6,1023
"2025-07-27 20:00:00",24149,29.41,67.94,957.89,0.29,1.1,256.1,1099
"2025-07-27 21:00:00",24150,28.35,71.24,958.3233,0.727,1.1,253.7,1078
"2025-07-27 22:00:00",24151,27.59,76.18,958.88,0.823,1.2,254.7,1022
"2025-07-27 23:00:00",24152,27.33,77.55,959.0867,0.987,1.5,248.7,1067
"2025-07-28 00:00:00",24153,27.08,77.87,959.17,0.653,1.3,250.2,1114
"2025-07-28 01:00:00",24154,26.52,82,959.0167,0.413,1.1,235.6,1004
"2025-07-28 02:00:00",24155,25.9,85.6,958.8734,0.377,1.1,263.5,1082
"2025-07-28 03:00:00",24156,24.96,90.9,958.8066,0.053,0.9,348.8,1054
"2025-07-28 04:00:00",24157,25.5,85.9,958.64,0.443,0.9,261,1039
"2025-07-28 05:00:00",24158,24.41,91.1,958.5933,0,0.7,351.3,1052
"2025-07-28 06:00:00",24159,23.81,93.2,958.6033,0,0.5,0,1081
"2025-07-28 07:00:00",24160,24.04,93.9,958.81,0,0.4,0,997
"2025-07-28 08:00:00",24161,24.91,93.2,958.8267,0,0.5,0,1076
"2025-07-28 09:00:00",24162,26.23,89.6,958.9333,0.02,1.1,7.095,1051
"2025-07-28 10:00:00",24163,28.2,79.28,958.9633,0.427,2.2,31.34,1077
"2025-07-28 11:00:00",24164,29.51,74.22,958.6234,0.6,1.8,43.63,1050
"2025-07-28 12:00:00",24165,30.1,71.93,958.16,0.523,1.6,48.34,1070
"2025-07-28 13:00:00",24166,30.29,69.52,957.5933,0.51,1.4,349.6,1047
"2025-07-28 14:00:00",24167,30.94,66.51,957.1333,0.607,1.8,113.4,1062
"2025-07-28 15:00:00",24168,31.08,66.68,956.6,0.497,2.2,123.8,1021
"2025-07-28 16:00:00",24169,31.04,65.62,956.1967,0.473,1.3,293,1101
"2025-07-28 17:00:00",24170,30.98,64.55,955.7433,0.423,1.3,293,1180
"2025-07-28 18:00:00",24171,30.33,67.19,955.39,0.517,1,259.6,1113
"2025-07-28 19:00:00",24172,29.9,68.84,955.37,0.65,1.1,257.3,1121
"2025-07-28 20:00:00",24173,29.28,71.06,955.5167,0.677,1.1,249.5,1095
"2025-07-28 21:00:00",24174,28.15,76.33,955.8433,0.38,1,262.2,1050
"2025-07-28 22:00:00",24175,27.37,79.68,956.08,0.747,1.3,255.7,1054
"2025-07-28 23:00:00",24176,26.85,82.2,956.2267,0.507,1.2,257.5,1064
"2025-07-29 00:00:00",24177,26.76,82.5,956.1934,0.383,0.9,263.3,1142
"2025-07-29 01:00:00",24178,26.22,84.8,956.02,0.26,0.9,288.4,1056
"2025-07-29 02:00:00",24179,25.2,90.6,955.7833,0.02,0.7,358.1,1084
"2025-07-29 03:00:00",24180,24.64,94.1,955.8134,0.043,0.4,344.4,1031
"2025-07-29 04:00:00",24181,24.23,95.9,955.94,0.04,0.6,348.5,1023
"2025-07-29 05:00:00",24182,24.1,96.9,955.8267,0.18,0.7,292.5,1109
"2025-07-29 06:00:00",24183,23.8,97.9,955.8734,0.047,0.5,349.8,1053
"2025-07-29 07:00:00",24184,23.94,98.7,955.84,0,0.5,0,1096
"2025-07-29 08:00:00",24185,24.8,96.8,956.06,0,0.6,0,1094
"2025-07-29 09:00:00",24186,26.62,91.4,956.2233,0.043,0.9,32.43,1049
"2025-07-29 10:00:00",24187,29,80.8,956.2433,0.377,1.9,25.64,1100
"2025-07-29 11:00:00",24188,30.31,70.88,956.1433,0.51,1.7,27.87,1108
"2025-07-29 12:00:00",24189,30.62,68.45,955.79,0.52,1.6,10.16,1109
"2025-07-29 13:00:00",24190,31.31,64.58,955.4733,0.69,2.2,103.3,1158
"2025-07-29 14:00:00",24191,30.71,67.75,954.9266,0.48,1.2,299.6,1114
"2025-07-29 15:00:00",24192,30.86,68.42,954.36,0.233,1,269.3,1129
"2025-07-29 16:00:00",24193,31.34,65.47,954.0167,0.417,1.2,332.6,1091
"2025-07-29 17:00:00",24194,31.53,63.86,953.7067,0.397,1.2,318.9,1126
"2025-07-29 18:00:00",24195,30.77,68.28,953.2733,0.463,1.1,267,1083
"2025-07-29 19:00:00",24196,30,71.21,953.2534,0.617,1,254.2,1158
"2025-07-29 20:00:00",24197,29.38,71.89,953.6367,0.617,1.1,245,1090
"2025-07-29 21:00:00",24198,28.39,75.78,954.3066,0.8,1.1,250.3,1150
"2025-07-29 22:00:00",24199,27.81,75.37,954.7967,0.363,1.1,273.6,1142
"2025-07-29 23:00:00",24200,27.61,76.38,955.4233,0.68,1.4,258.7,1097
"2025-07-30 00:00:00",24201,27.79,73.55,955.5167,0.687,1.2,244.4,1165
"2025-07-30 01:00:00",24202,26.73,79.22,955.37,0.423,1.1,300,1049
"2025-07-30 02:00:00",24203,26.31,81.6,955.1467,0.31,0.9,295,1074
"2025-07-30 03:00:00",24204,26.16,83.1,955.15,0.68,1.1,253.9,1076
"2025-07-30 04:00:00",24205,25.15,89,955.0933,0.233,1,296.8,1135
"2025-07-30 05:00:00",24206,24.95,88.6,955.2,0.37,1.1,283.7,1126
"2025-07-30 06:00:00",24207,25.08,84.7,955.38,0.58,1,244.9,1118
"2025-07-30 07:00:00",24208,24.47,90.2,955.65,0.107,0.8,342.4,1112
"2025-07-30 08:00:00",24209,24.74,92.1,955.95,0,0.5,10.92,1121
"2025-07-30 09:00:00",24210,26.04,87.5,956.1066,0.36,1,44.56,1073
"2025-07-30 10:00:00",24211,27.64,76.57,956.1934,0.037,1,15.92,1114
"2025-07-30 11:00:00",24212,28.38,71.9,955.9567,0.067,0.9,3.139,1097
"2025-07-30 12:00:00",24213,29.61,69.34,955.6333,0.46,1.6,38.57,1124
"2025-07-30 13:00:00",24214,30.05,68.32,955.1266,0.457,1.5,45.02,1137
"2025-07-30 14:00:00",24215,30.21,68.79,954.61,0.343,1.5,322.8,1156
"2025-07-30 15:00:00",24216,30.53,68.46,954.3533,0.44,1.6,355.7,1155
"2025-07-30 16:00:00",24217,30,63.14,954.3766,0.33,1.3,295.7,1119
"2025-07-30 17:00:00",24218,30,57.63,954.4966,0.513,1.3,268.1,1103
"2025-07-30 18:00:00",24219,29.58,60.41,954.46,0.597,1,249.8,1167
"2025-07-30 19:00:00",24220,28.62,67.17,954.5767,0.573,1.1,257.5,1171
"2025-07-30 20:00:00",24221,27.57,65.54,955,0.317,0.8,283.2,1190
"2025-07-30 21:00:00",24222,27.06,66.41,955.5167,0.343,0.7,275.6,1243
"2025-07-30 22:00:00",24223,26.59,68.21,956.0634,0.2,0.6,310.2,1117
"2025-07-30 23:00:00",24224,26.03,70.63,956.1967,0.173,0.6,295.8,1126
"2025-07-31 00:00:00",24225,25.55,77.15,956.28,0.13,0.6,332.2,1166
"2025-07-31 01:00:00",24226,25.36,80.5,956.1967,0.113,0.6,332.8,1059
"2025-07-31 02:00:00",24227,25,79.86,956.3633,0.057,0.7,343.4,1108
"2025-07-31 03:00:00",24228,25.19,75.62,956.4233,0.137,0.9,326.4,1205
"2025-07-31 04:00:00",24229,24.39,79.34,956.77,0.087,0.8,343.5,1130
"2025-07-31 05:00:00",24230,24.47,76.22,957.1266,0.05,0.9,350.8,1128
"2025-07-31 06:00:00",24231,24.5,73.78,957.51,0.217,1,308.1,1110
"2025-07-31 07:00:00",24232,23.94,73.99,957.66,0.33,0.8,280.8,1117
"2025-07-31 08:00:00",24233,23.83,74.33,957.9567,0.12,0.9,338.7,1137
"2025-07-31 09:00:00",24234,23.43,77.77,958.1067,0.027,0.7,355.9,1091
