"TOA5","CRNP_1","CR300","13298","CR310.Std.10.04","CPU:221025_KIHS_Hydro_mod_WS500.CR300","4478","Hour1_HongCheon_AWS"
"TIMESTAMP","RECORD","Air_Temp_Avg","RH_Avg","Air_Press_Avg","WS_avg_Avg","WS_max_Max","WD_VCT","HI_NeutronCts_Tot"
"TS","RN","DegC","%","hPa","m/s","m/s","Deg",""
"","","Avg","Avg","Avg","Avg","Max","WVc","Tot"
"2023-08-25 22:00:00",7303,22.18,95.7,961.41,0.403,0.9,260.7,1046
"2023-08-25 23:00:00",7304,21.71,98.1,961.6667,0.68,1.1,255.9,1108
"2023-08-26 00:00:00",7305,21.15,99.5,961.6433,0.393,1.6,237,1028
"2023-08-26 01:00:00",7306,20.75,100,961.7667,0.377,1,234.3,999
"2023-08-26 02:00:00",7307,20.55,100,961.8367,0.417,1,245.3,1040
"2023-08-26 03:00:00",7308,20.6,100,962.08,0.317,0.9,279.7,1018
"2023-08-26 04:00:00",7309,20.52,100,962.11,0.403,0.9,258,1031
"2023-08-26 05:00:00",7310,20.53,100,962.3667,0.153,0.8,311,1038
"2023-08-26 06:00:00",7311,20.02,100,962.6766,0.01,0.6,352.7,1010
"2023-08-26 07:00:00",7312,20.59,100,962.88,0.137,0.9,316.2,1054
"2023-08-26 08:00:00",7313,20.69,100,962.9333,0.077,0.9,16.18,1047
"2023-08-26 09:00:00",7314,21.76,98.2,962.7534,0.22,1.1,26.02,1027
"2023-08-26 10:00:00",7315,23.15,87.6,962.7233,0.457,1.2,54.65,1040
"2023-08-26 11:00:00",7316,24.26,79.51,962.3967,0.54,1.7,74.1,1048
"2023-08-26 12:00:00",7317,25.41,76.14,961.94,0.577,1.5,122.4,1072
"2023-08-26 13:00:00",7318,25.81,75.8,961.4933,0.31,2.3,16.04,999
"2023-08-26 14:00:00",7319,25.91,73.32,961.3134,0.563,2.3,80.4,1068
"2023-08-26 15:00:00",7320,26.25,71.33,960.7567,0.51,2.1,5.093,1091
"2023-08-26 16:00:00",7321,26.08,75.47,960.7,0.323,1.4,316.2,1132
"2023-08-26 17:00:00",7322,25.49,76.56,960.7033,0.417,1.2,281.5,1077
"2023-08-26 18:00:00",7323,24.72,73.05,960.8066,0.413,1.1,279.6,1121
"2023-08-26 19:00:00",7324,23.6,72.36,961.0433,0.34,1.1,253,1016
"2023-08-26 20:00:00",7325,22.84,76.97,961.43,0.293,0.9,269,1118
"2023-08-26 21:00:00",7326,22.27,80.2,961.65,0.24,1.1,308.5,1058
"2023-08-26 22:00:00",7327,21.87,81.5,961.9633,0.15,0.7,319.3,1051
"2023-08-26 23:00:00",7328,21.82,82.3,961.88,0.143,0.8,311.9,1063
"2023-08-27 00:00:00",7329,21.37,86,961.6733,0,0.6,351.5,1038
"2023-08-27 01:00:00",7330,20.64,89.8,961.57,0.17,0.8,328,1046
"2023-08-27 02:00:00",7331,19.89,94.8,961.4333,0.037,0.6,351.2,1118
"2023-08-27 03:00:00",7332,19.43,98.5,961.4667,0.067,0.6,343.2,1097
"2023-08-27 04:00:00",7333,19.43,99.1,961.5967,0,0.5,356,1075
"2023-08-27 05:00:00",7334,18.89,100,961.55,0,0.5,353.8,1073
"2023-08-27 06:00:00",7335,18.73,100,961.6033,0,0.5,358.2,1073
"2023-08-27 07:00:00",7336,18.9,100,961.75,0,0.4,0,1036
"2023-08-27 08:00:00",7337,20.03,98.5,962.0233,0,0.6,11.12,1032
"2023-08-27 09:00:00",7338,21.18,94.4,962.3567,0.327,0.8,66.16,1094
"2023-08-27 10:00:00",7339,22.58,89.9,962.18,0.35,0.8,76.6,1120
"2023-08-27 11:00:00",7340,23.96,83.8,962.0367,0.203,1,41.65,1086
"2023-08-27 12:00:00",7341,25.01,79.06,961.6234,0.17,1.2,31.11,1052
"2023-08-27 13:00:00",7342,25.51,78.52,961.1433,0.35,1.2,349.4,1115
"2023-08-27 14:00:00",7343,26,76.98,960.6,0.213,0.9,359.2,1069
"2023-08-27 15:00:00",7344,25.63,78.81,960.36,0.197,1,334.3,1079
"2023-08-27 16:00:00",7345,24.96,82.6,960.4233,0.25,1.3,356,1068
"2023-08-27 17:00:00",7346,24.12,87.8,960.7733,0,0.8,0,1052
"2023-08-27 18:00:00",7347,23.05,86.8,960.8333,0.09,1.4,354.5,1048
"2023-08-27 19:00:00",7348,22.25,87.2,961.0367,0.05,0.9,354,1045
"2023-08-27 20:00:00",7349,21.18,89.4,961.7733,0.213,0.9,337.1,1040
"2023-08-27 21:00:00",7350,19.9,96.2,962.18,0.073,0.9,359.8,1150
"2023-08-27 22:00:00",7351,19.38,97.8,962.0867,0.17,0.9,5.467,1113
"2023-08-27 23:00:00",7352,19.39,95,962.04,0.05,0.8,359.8,1056
"2023-08-28 00:00:00",7353,19.29,96.2,961.96,0,0.8,0.501,1077
"2023-08-28 01:00:00",7354,19.61,92.5,961.6733,0.06,0.9,359.3,1113
"2023-08-28 02:00:00",7355,19.37,94.2,961.5466,0.02,0.7,0,1081
"2023-08-28 03:00:00",7356,18.85,98.9,961.4567,0.02,0.7,359.5,1059
"2023-08-28 04:00:00",7357,18.52,99.9,961.5767,0.04,0.7,41.06,1037
"2023-08-28 05:00:00",7358,18.32,100,961.5967,0.03,0.9,3.02,1038
"2023-08-28 06:00:00",7359,18.65,93.2,961.4966,0.47,1.3,335.9,1110
"2023-08-28 07:00:00",7360,18.19,98.2,961.7033,0.073,1.3,1.033,1139
"2023-08-28 08:00:00",7361,18.22,99,961.7267,0.177,1,9.28,1090
"2023-08-28 09:00:00",7362,18.27,100,961.9267,0.393,0.9,97.1,1117
"2023-08-28 10:00:00",7363,19.26,98.4,962.2733,0.09,1.4,0.041,1054
"2023-08-28 11:00:00",7364,19.26,100,962.38,0.313,0.8,87.8,1126
"2023-08-28 12:00:00",7365,19.74,100,961.82,0.193,0.9,49.02,1064
"2023-08-28 13:00:00",7366,20.64,100,961.2867,0.09,1.2,6.626,1095
"2023-08-28 14:00:00",7367,21.35,99.2,960.6234,0.34,1.4,18.48,1043
"2023-08-28 15:00:00",7368,22.06,96.2,960.2667,0.26,1.3,347.9,1114
"2023-08-28 16:00:00",7369,21.8,96.6,960.0566,0.17,1.3,10.56,1073
"2023-08-28 17:00:00",7370,21.54,97.7,960.0267,0.23,1.1,0.017,1100
"2023-08-28 18:00:00",7371,21.19,98.9,959.96,0.187,0.9,37.61,1124
"2023-08-28 19:00:00",7372,21.15,95.7,959.7633,0.433,1.7,350.3,1053
"2023-08-28 20:00:00",7373,20.77,96.5,960.1033,0.147,1,1.796,1086
"2023-08-28 21:00:00",7374,20.89,93.9,960.2033,0.067,1.1,352.9,1087
"2023-08-28 22:00:00",7375,21.13,92.6,960.02,0.13,1.1,350.6,1073
"2023-08-28 23:00:00",7376,21.33,92.6,959.9867,0.117,1.2,356,1068
"2023-08-29 00:00:00",7377,21.63,92.2,959.7867,0.483,1.1,279.5,1104
"2023-08-29 01:00:00",7378,22.93,87.4,959.2833,0.673,1.6,264.5,1089
"2023-08-29 02:00:00",7379,22.96,87.7,958.64,0.817,2.1,268.4,1061
"2023-08-29 03:00:00",7380,23.07,86.8,958.4633,0.64,2.2,284.1,1082
"2023-08-29 04:00:00",7381,23.08,85.9,958.31,0.73,2.1,288,1113
"2023-08-29 05:00:00",7382,22.65,88.8,958.2567,0.617,2.1,279.6,1015
"2023-08-29 06:00:00",7383,21.37,98.6,958.0267,0.863,1.9,277.2,1148
"2023-08-29 07:00:00",7384,21.82,97.2,957.7133,0.85,2.3,275.7,1098
"2023-08-29 08:00:00",7385,23.09,92.3,957.7767,0.66,2.8,314.4,1086
"2023-08-29 09:00:00",7386,23.82,89.1,957.5167,0.5,2.1,348.7,1124
"2023-08-29 10:00:00",7387,23.84,90.1,957.4866,0.58,3.2,359.3,1062
"2023-08-29 11:00:00",7388,23.17,96.7,957.4933,0.423,1.5,3.107,1108
"2023-08-29 12:00:00",7389,22.72,100,957.44,0.383,1.3,43.11,1042
"2023-08-29 13:00:00",7390,23.02,100,957.0833,0.203,2,24.83,1044
"2023-08-29 14:00:00",7391,23.42,100,956.74,0.59,3.5,47.86,1058
"2023-08-29 15:00:00",7392,24.07,99.4,956.3433,0.58,2.8,33.3,1090
"2023-08-29 16:00:00",7393,23.28,99.9,956.4833,0.487,2.8,22.13,1076
"2023-08-29 17:00:00",7394,22.85,100,956.6067,0.413,1.6,15.07,1018
"2023-08-29 18:00:00",7395,22.58,100,957.3633,0.587,2.3,61.88,1078
"2023-08-29 19:00:00",7396,22.27,100,957.9267,0.257,1.5,17.04,1058
"2023-08-29 20:00:00",7397,21.89,100,958.3433,0.353,2.1,41.01,1023
"2023-08-29 21:00:00",7398,21.36,100,959.44,0.453,1.7,59.24,1068
"2023-08-29 22:00:00",7399,20.95,100,959.8633,0.057,1.5,2.644,1020
"2023-08-29 23:00:00",7400,20.54,100,960.1533,0.22,1.8,26.96,1017
"2023-08-30 00:00:00",7401,19.94,100,960.45,0.077,1.1,6.246,1052
"2023-08-30 01:00:00",7402,19.65,100,960.6866,0,0.8,2.326,1046
"2023-08-30 02:00:00",7403,19.47,100,960.53,0.127,0.7,333.3,1087
"2023-08-30 03:00:00",7404,19.51,100,960.7333,0.207,0.8,323.4,1024
"2023-08-30 04:00:00",7405,19.52,100,960.89,0,0.5,0,998
"2023-08-30 05:00:00",7406,19.45,100,960.9367,0,0.6,0,1005
"2023-08-30 06:00:00",7407,19.34,100,960.98,0.023,0.6,353.3,1030
"2023-08-30 07:00:00",7408,19.36,100,961.29,0.01,0.7,0,1082
"2023-08-30 08:00:00",7409,19.49,100,961.48,0,0.6,0,996
"2023-08-30 09:00:00",7410,19.51,100,961.6967,0,0.7,0,992
"2023-08-30 10:00:00",7411,19.69,100,961.8367,0,0.5,0,1010
"2023-08-30 11:00:00",7412,19.8,100,961.78,0,0.5,356.6,1034
"2023-08-30 12:00:00",7413,20.35,100,961.6133,0.037,0.8,2.363,1035
"2023-08-30 13:00:00",7414,20.47,100,961.16,0.067,0.7,20.99,1015
"2023-08-30 14:00:00",7415,20.54,100,960.8234,0.07,0.7,343.2,1008
"2023-08-30 15:00:00",7416,20.02,100,960.5433,0.023,0.9,4.498,1054
"2023-08-30 16:00:00",7417,19.75,100,960.3633,0.027,1,0.717,985
"2023-08-30 17:00:00",7418,19.36,100,960.76,0.023,1,0,1023
"2023-08-30 18:00:00",7419,19.02,100,960.9966,0.167,1.3,16.38,1010
"2023-08-30 19:00:00",7420,18.19,100,961.0333,0.01,0.6,8.41,1031
"2023-08-30 20:00:00",7421,18.17,100,961.2267,0.01,0.6,356,1038
"2023-08-30 21:00:00",7422,17.99,100,961.9033,0,1.1,0,998
"2023-08-30 22:00:00",7423,17.73,100,961.9167,0.097,0.9,350.6,1086
"2023-08-30 23:00:00",7424,17.72,100,961.9467,0.047,0.8,3.527,1045
"2023-08-31 00:00:00",7425,17.7,100,962.16,0,0.5,358,1038
"2023-08-31 01:00:00",7426,17.61,100,961.84,0.157,1.6,339,1060
"2023-08-31 02:00:00",7427,17.67,100,961.8234,0.09,1.6,344.9,998
"2023-08-31 03:00:00",7428,17.52,100,961.68,0.053,0.7,351.6,1047
"2023-08-31 04:00:00",7429,17.51,100,961.8066,0.123,0.8,333.1,1046
"2023-08-31 05:00:00",7430,17.51,100,961.6533,0,0.6,0,1055
"2023-08-31 06:00:00",7431,17.5,100,961.8667,0,0.5,358.7,1014
"2023-08-31 07:00:00",7432,17.62,100,962.1266,0.05,0.7,351.2,1037
"2023-08-31 08:00:00",7433,17.95,100,962.38,0,0.7,0,1085
"2023-08-31 09:00:00",7434,18.41,100,962.47,0,0.6,0,1001
"2023-08-31 10:00:00",7435,18.83,100,962.91,0.08,0.8,353.5,1031
"2023-08-31 11:00:00",7436,19.27,100,963.1334,0,0.7,0,1042
"2023-08-31 12:00:00",7437,20.03,95.4,963.28,0.247,0.9,27.8,1002
"2023-08-31 13:00:00",7438,21.08,88.5,963.0566,0.287,1,6.017,1046
"2023-08-31 14:00:00",7439,21.73,85.1,962.5767,0.217,1.1,348.6,1057
"2023-08-31 15:00:00",7440,22.62,78.75,962.3167,0.437,1.3,355.7,1115
"2023-08-31 16:00:00",7441,22.61,82.8,962.2867,0.417,1.1,255.8,1061
"2023-08-31 17:00:00",7442,22.22,83.2,962.3967,0.46,1.3,256.1,1016
"2023-08-31 18:00:00",7443,21.42,84.8,962.5034,0.677,1.2,251.4,1021
"2023-08-31 19:00:00",7444,20.81,87.5,962.31,0.82,1.3,251.6,1120
"2023-08-31 20:00:00",7445,19.79,90.5,962.6433,0.543,1.1,258,1074
"2023-08-31 21:00:00",7446,19.56,93.3,963.37,0.76,1.6,253.2,1030
"2023-08-31 22:00:00",7447,19.31,94.7,963.3933,0.553,1.4,261.3,1046
"2023-08-31 23:00:00",7448,18.46,99.3,963.6533,0.03,0.9,351.4,1039
"2023-09-01 00:00:00",7449,17.85,100,963.85,0,0.6,356.2,982
"2023-09-01 01:00:00",7450,17.81,99.8,963.7534,0.217,0.8,303.7,1065
"2023-09-01 02:00:00",7451,17.39,100,963.4867,0.087,0.8,353.7,1055
"2023-09-01 03:00:00",7452,16.8,100,963.3234,0,0.5,0,1013
"2023-09-01 04:00:00",7453,16.17,100,963.2367,0,0.5,0,1076
"2023-09-01 05:00:00",7454,15.94,100,963.5433,0,0.5,358.2,1051
"2023-09-01 06:00:00",7455,15.7,100,964.0267,0,0.5,358.1,1026
"2023-09-01 07:00:00",7456,15.51,100,964.2,0.037,0.6,358.3,1058
"2023-09-01 08:00:00",7457,15.8,100,964.2967,0.177,0.8,26.52,1061
"2023-09-01 09:00:00",7458,16.17,100,964.5566,0.267,0.8,73.92,1094
"2023-09-01 10:00:00",7459,17.5,100,964.73,0.43,0.9,66.76,1046
"2023-09-01 11:00:00",7460,19.53,99.9,964.73,0.453,1,73.99,1052
"2023-09-01 12:00:00",7461,22.95,72.73,964.51,0.493,1.5,86.7,1020
"2023-09-01 13:00:00",7462,23.81,64.25,964.2833,0.513,1.4,35.14,1004
"2023-09-01 14:00:00",7463,24.2,66.22,963.7133,0.57,1.7,80.5,1012
"2023-09-01 15:00:00",7464,24.66,65.04,963.34,0.517,1.7,3.709,1059
"2023-09-01 16:00:00",7465,24.46,67.44,962.9333,0.537,1.5,357.5,1054
"2023-09-01 17:00:00",7466,23.66,70.27,962.89,0.527,1.6,270.7,1072
"2023-09-01 18:00:00",7467,22.97,73.56,963.2233,0.513,1.2,228.6,1058
"2023-09-01 19:00:00",7468,21.99,73.1,963.3167,0.45,1.1,241.5,1080
"2023-09-01 20:00:00",7469,20.87,74.03,963.6633,0.603,1.2,253.2,1015
"2023-09-01 21:00:00",7470,19.98,80.1,964.2233,0.507,1.2,269,1076
"2023-09-01 22:00:00",7471,19.37,83.8,964.47,0.207,0.8,306.7,1047
"2023-09-01 23:00:00",7472,18.71,86.2,964.39,0.21,0.8,291.7,1058
"2023-09-02 00:00:00",7473,18.55,86.8,964.4067,0.193,0.8,306.3,1107
"2023-09-02 01:00:00",7474,18.31,89.1,964.4833,0.187,0.7,281.3,1042
"2023-09-02 02:00:00",7475,17.64,94.2,964.4633,0,0.5,358.2,1048
"2023-09-02 03:00:00",7476,16.69,98.7,964.48,0,0.5,0,1088
"2023-09-02 04:00:00",7477,16.31,100,964.3433,0.05,0.6,339.2,1085
"2023-09-02 05:00:00",7478,16.14,100,964.19,0,0.6,0,1049
"2023-09-02 06:00:00",7479,15.96,100,964.31,0.043,0.7,346.4,1029
"2023-09-02 07:00:00",7480,15.82,100,964.4033,0.02,0.6,353.9,1068
"2023-09-02 08:00:00",7481,15.84,100,964.44,0.09,0.7,31.85,1096
"2023-09-02 09:00:00",7482,17.29,97.4,964.4966,0.54,0.9,84.8,1020
"2023-09-02 10:00:00",7483,19.56,91.1,964.7067,0.563,0.9,89.9,1058
"2023-09-02 11:00:00",7484,22.02,82.1,964.6833,0.467,1.2,86.1,1025
"2023-09-02 12:00:00",7485,23.3,78.06,964.3666,0.23,1.1,32.23,1024
"2023-09-02 13:00:00",7486,24.72,71.77,964.06,0.517,1.9,25.04,1062
"2023-09-02 14:00:00",7487,25.68,65.95,963.7033,0.593,2,343.4,1085
"2023-09-02 15:00:00",7488,25.98,67.37,963.3167,0.517,1.6,28.43,1072
"2023-09-02 16:00:00",7489,25.52,69.06,963.0433,0.357,1.5,342.8,1044
"2023-09-02 17:00:00",7490,24.76,69.72,963.2233,0.297,1,295.1,1057
"2023-09-02 18:00:00",7491,24.27,70.87,963.2867,0.503,1.2,243.9,1037
"2023-09-02 19:00:00",7492,23.38,74.57,963.29,0.453,0.9,262.9,1045
"2023-09-02 20:00:00",7493,22.42,82.6,963.5567,0.307,0.8,281.8,1115
"2023-09-02 21:00:00",7494,21.35,87.1,964.3167,0.057,0.7,352.4,1043
"2023-09-02 22:00:00",7495,20.81,89.6,964.8267,0.093,0.7,343.6,1089
"2023-09-02 23:00:00",7496,20.22,91.7,964.8267,0.163,0.7,306.1,1023
"2023-09-03 00:00:00",7497,19.8,93.3,964.8967,0.35,0.8,287.2,1081
"2023-09-03 01:00:00",7498,19.62,94.8,964.9567,0.01,0.7,353.8,1056
"2023-09-03 02:00:00",7499,19.31,96.7,965,0.073,0.7,337.8,1063
"2023-09-03 03:00:00",7500,19.32,96.1,964.9467,0.13,0.7,332,1079
"2023-09-03 04:00:00",7501,19.13,97.6,964.85,0,0.6,359,1056
"2023-09-03 05:00:00",7502,19.14,99.1,964.7633,0,0.5,0,1072
"2023-09-03 06:00:00",7503,19.32,96.9,964.7767,0.23,0.8,300,1054
"2023-09-03 07:00:00",7504,18.88,100,965.2133,0,0.5,0,1019
"2023-09-03 08:00:00",7505,18.79,100,965.5367,0.063,0.7,24.39,1072
"2023-09-03 09:00:00",7506,19.43,100,965.5333,0.01,0.5,11.23,1048
"2023-09-03 10:00:00",7507,20.32,99.2,965.7933,0.323,0.9,78.75,1024
"2023-09-03 11:00:00",7508,21.8,93.6,965.7733,0.36,0.9,83.1,1040
"2023-09-03 12:00:00",7509,22.13,95.6,965.5667,0.043,0.9,7.487,1015
"2023-09-03 13:00:00",7510,21.74,100,965.46,0.407,0.8,87.3,1025
"2023-09-03 14:00:00",7511,22.68,97.1,965.1334,0.477,1.1,58.96,1007
"2023-09-03 15:00:00",7512,23.65,92.8,964.7033,0.483,1.2,40.8,1036
"2023-09-03 16:00:00",7513,24.4,90.8,964.65,0.25,1.3,3.21,995
"2023-09-03 17:00:00",7514,24.45,92.5,964.2367,0.013,0.8,1.706,1018
"2023-09-03 18:00:00",7515,24.09,94.1,964.1733,0.057,0.8,6.351,1018
"2023-09-03 19:00:00",7516,23.23,97.5,964.3867,0.187,0.7,82,1041
"2023-09-03 20:00:00",7517,22.54,100,964.79,0.1,0.7,328.9,1020
"2023-09-03 21:00:00",7518,22.08,100,965.0867,0.11,0.9,342.2,1027
"2023-09-03 22:00:00",7519,21.87,99.8,964.91,0.147,0.8,340.8,1029
"2023-09-03 23:00:00",7520,21.45,100,965.0634,0.047,0.9,359.3,1044
"2023-09-04 00:00:00",7521,21.24,99.9,965.24,0.02,0.7,0.111,1069
"2023-09-04 01:00:00",7522,21.12,99.5,965.4133,0.127,0.7,332,1071
"2023-09-04 02:00:00",7523,20.76,100,965.16,0,0.7,358,997
"2023-09-04 03:00:00",7524,20.74,100,965.2267,0,0.6,0,1020
"2023-09-04 04:00:00",7525,20.85,99.8,965.34,0.07,0.6,342.8,1010
"2023-09-04 05:00:00",7526,20.64,99.9,965.11,0.05,0.6,346.1,1059
"2023-09-04 06:00:00",7527,20.65,99.9,965.0433,0.143,0.8,322.3,1004
"2023-09-04 07:00:00",7528,20.41,100,964.87,0.153,0.9,337.5,1072
"2023-09-04 08:00:00",7529,20.5,100,965.2567,0.22,0.9,72.94,1023
"2023-09-04 09:00:00",7530,21.35,100,965.1234,0.03,0.6,9.81,1016
"2023-09-04 10:00:00",7531,22.16,97.8,965.7534,0.33,0.9,59.5,1036
"2023-09-04 11:00:00",7532,23.95,88.9,965.7466,0.337,1.3,36.48,1043
"2023-09-04 12:00:00",7533,25.78,82.5,965.4867,0.493,1.4,21.64,1049
"2023-09-04 13:00:00",7534,26.18,82.8,965.3467,0.383,1.3,357.2,1026
"2023-09-04 14:00:00",7535,26.44,83,964.9033,0.167,0.9,17.46,1031
"2023-09-04 15:00:00",7536,26.6,83.7,964.3033,0.133,1.2,7.571,1026
"2023-09-04 16:00:00",7537,26.54,87,964.03,0.07,1.1,6.923,1050
"2023-09-04 17:00:00",7538,26.44,86.1,964.02,0.02,0.9,0.836,1011
"2023-09-04 18:00:00",7539,25.72,88.4,964.2067,0.077,0.8,341.4,1048
"2023-09-04 19:00:00",7540,24.77,94.4,964.3066,0.15,0.7,331.2,1065
"2023-09-04 20:00:00",7541,23.93,96.6,964.5333,0.097,0.6,353.8,1083
"2023-09-04 21:00:00",7542,23.2,96.3,965.0267,0.103,0.8,1.854,1005
"2023-09-04 22:00:00",7543,22.74,94.8,965.1,0.07,0.8,348.7,1034
"2023-09-04 23:00:00",7544,22.46,92.3,965.07,0.067,0.9,356.5,1032
"2023-09-05 00:00:00",7545,22.09,92.6,964.95,0.133,0.8,317.9,1042
"2023-09-05 01:00:00",7546,21.45,95.7,964.8766,0,0.8,0,1071
"2023-09-05 02:00:00",7547,21.2,96.2,965.0634,0,0.6,355.9,1038
"2023-09-05 03:00:00",7548,21.2,93.9,964.98,0.1,0.9,355.4,1041
"2023-09-05 04:00:00",7549,20.67,97.4,964.8567,0.067,0.8,345.7,1052
"2023-09-05 05:00:00",7550,20.43,98.4,964.82,0.087,0.9,0.663,1041
"2023-09-05 06:00:00",7551,20.07,100,964.9533,0.14,0.9,349.1,1069
"2023-09-05 07:00:00",7552,20.51,98.7,965.1766,0.177,0.9,330.8,1071
"2023-09-05 08:00:00",7553,20.48,99.6,965.2667,0.177,1.1,358.2,1103
"2023-09-05 09:00:00",7554,21.62,95.5,965.3834,0.323,1.1,10.02,1053
"2023-09-05 10:00:00",7555,23.04,88.8,965.56,0.4,1.2,44.34,1002
"2023-09-05 11:00:00",7556,24.19,84.2,965.4733,0.493,1.5,12.24,1035
"2023-09-05 12:00:00",7557,25.52,78.59,965.1967,0.367,1.8,9.1,988
"2023-09-05 13:00:00",7558,26.36,75.65,964.8734,0.527,1.7,358.5,1054
"2023-09-05 14:00:00",7559,26.9,72.47,964.26,0.407,1.7,334.1,1044
"2023-09-05 15:00:00",7560,27.29,70.08,963.5967,0.46,1.6,284.8,1137
"2023-09-05 16:00:00",7561,27.09,70.93,963.0467,0.483,1.2,260.8,995
"2023-09-05 17:00:00",7562,26.47,72.55,962.8467,0.757,1.2,255.5,1059
"2023-09-05 18:00:00",7563,26.23,73.04,962.9367,0.657,1.1,249,1073
"2023-09-05 19:00:00",7564,25.28,81.2,962.9033,0.397,1,270.2,1116
"2023-09-05 20:00:00",7565,24.37,81.8,963.2267,0.247,1.1,311.2,1084
"2023-09-05 21:00:00",7566,23.5,85.7,963.6533,0.097,1,325.5,1086
"2023-09-05 22:00:00",7567,22.62,89.4,963.6533,0.01,0.6,356.1,1096
"2023-09-05 23:00:00",7568,21.78,92.9,963.77,0.047,0.6,334.3,1027
"2023-09-06 00:00:00",7569,21.33,95.1,963.88,0.01,0.7,358.1,1106
"2023-09-06 01:00:00",7570,20.97,96.5,963.81,0.06,0.9,1.273,1139
"2023-09-06 02:00:00",7571,20.22,99.4,963.9,0.01,0.8,0,1091
"2023-09-06 03:00:00",7572,20.01,98.7,963.92,0.037,0.9,1.388,1114
"2023-09-06 04:00:00",7573,19.31,100,963.8367,0.01,0.9,0.573,1040
"2023-09-06 05:00:00",7574,18.85,100,963.7733,0.07,0.9,5.612,1059
"2023-09-06 06:00:00",7575,18.25,100,963.9633,0.07,0.9,3.759,997
"2023-09-06 07:00:00",7576,18.6,99.9,963.9833,0.19,1,15.26,1079
"2023-09-06 08:00:00",7577,19.08,99,964.26,0.247,1.3,85.3,1065
"2023-09-06 09:00:00",7578,20.78,92.9,964.6934,0.35,1.3,57.49,1123
"2023-09-06 10:00:00",7579,22.79,81.6,964.8967,0.577,2,14.12,1047
"2023-09-06 11:00:00",7580,24.52,73.23,965,0.68,2.8,28.7,1066
"2023-09-06 12:00:00",7581,25.6,67.06,964.8766,0.82,2.8,20.12,1094
"2023-09-06 13:00:00",7582,26.08,64.37,964.5233,0.743,2.4,353.1,969
"2023-09-06 14:00:00",7583,26.53,61.23,964.28,0.853,2.5,59.89,1094
"2023-09-06 15:00:00",7584,26.47,61.6,964.05,0.597,3.2,352.2,1035
"2023-09-06 16:00:00",7585,26.14,61.49,963.95,0.683,2.7,340.5,1079
"2023-09-06 17:00:00",7586,25.54,64.67,963.93,0.807,3.2,332,1126
"2023-09-06 18:00:00",7587,24.47,68.33,964.3233,0.577,2.1,303.2,1072
"2023-09-06 19:00:00",7588,23.39,72.53,964.7233,0.497,1.8,330.6,1047
"2023-09-06 20:00:00",7589,21.93,79.9,965.21,0.11,1,343.6,1070
"2023-09-06 21:00:00",7590,20.97,83.1,966.2167,0.173,0.9,344.5,1064
"2023-09-06 22:00:00",7591,20.58,82.2,966.58,0.413,1.4,330.9,1051
"2023-09-06 23:00:00",7592,19.54,85.4,966.7067,0.52,1.3,312,1050
"2023-09-07 00:00:00",7593,18.99,87.8,966.8766,0.34,1.1,276.7,1065
"2023-09-07 01:00:00",7594,18.21,92,966.8433,0.047,0.7,355.9,1100
"2023-09-07 02:00:00",7595,17.43,95,966.6633,0.21,0.9,311.7,1086
"2023-09-07 03:00:00",7596,17.04,97,966.64,0.107,0.6,337.5,1043
"2023-09-07 04:00:00",7597,16.55,99.2,966.72,0.023,0.7,356,1074
"2023-09-07 05:00:00",7598,16.23,99.8,966.7633,0.053,0.9,353.8,1046
"2023-09-07 06:00:00",7599,15.49,98.9,966.8467,0.03,1,0,1059
"2023-09-07 07:00:00",7600,15.35,99.7,967.2267,0.057,1,343.4,1105
"2023-09-07 08:00:00",7601,16.35,96.5,967.3933,0.067,0.8,13.57,1087
"2023-09-07 09:00:00",7602,18.15,90.6,967.6866,0.283,0.8,71.86,1089
"2023-09-07 10:00:00",7603,20.22,81.4,968.05,0.523,1.2,96,1098
"2023-09-07 11:00:00",7604,22.39,67.05,968.23,0.407,1.7,17.33,1053
"2023-09-07 12:00:00",7605,24.32,60.19,968.0034,0.597,1.7,12.97,1012
"2023-09-07 13:00:00",7606,25.18,56.95,967.5734,0.63,2.3,24.63,1098
"2023-09-07 14:00:00",7607,25.97,54.07,967.0433,0.57,2.8,336.9,1125
"2023-09-07 15:00:00",7608,26.34,47.66,966.5634,0.837,2.8,346.7,1028
"2023-09-07 16:00:00",7609,26.38,48.11,966.4534,0.593,2,345.5,1097
"2023-09-07 17:00:00",7610,25.32,53.18,966.49,0.687,1.6,308.6,1076
"2023-09-07 18:00:00",7611,23.99,60.33,966.5533,0.507,1.2,262.7,1078
"2023-09-07 19:00:00",7612,22.71,66.1,966.6033,0.267,1.2,287.5,1090
"2023-09-07 20:00:00",7613,21.03,71.7,967.0833,0.337,1.2,279.6,1132
"2023-09-07 21:00:00",7614,20.24,75.21,967.5833,0.437,1,254.9,1013
"2023-09-07 22:00:00",7615,19.29,79.43,967.5267,0.437,0.9,253,1101
"2023-09-07 23:00:00",7616,18.43,82.4,967.5067,0.33,0.9,276.1,1113
"2023-09-08 00:00:00",7617,17.31,87.7,967.5267,0.157,1,344,1095
"2023-09-08 01:00:00",7618,16.62,90.9,967.44,0.033,0.8,343.7,1115
"2023-09-08 02:00:00",7619,16.03,92.3,967.1467,0.187,0.8,312.1,1022
"2023-09-08 03:00:00",7620,15.57,94.4,967.0533,0.02,0.5,354.1,1140
