"TOA5","CR300_CRNP","CR300","20352","CR310.Std.10.07","CPU:240801_KIHS_Hydro_mod_WS500 _PyeongChang.CR300","12929","Hour1_PyeongChang"
"TIMESTAMP","RECORD","Air_Temp_Avg","RH_Avg","Air_Press_Avg","WS_avg_Avg","WS_max_Max","WD_VCT","HI_NeutronCts_Tot"
"TS","RN","DegC","%","hPa","m/s","m/s","Deg",""
"","","Avg","Avg","Avg","Avg","Max","WVc","Tot"
"2024-09-23 06:00:00",1266,13.26,79.95,957.5967,1.333,6.2,270.6,1311
"2024-09-23 07:00:00",1267,13.25,80.8,957.9333,1.46,5.4,292.7,1320
"2024-09-23 08:00:00",1268,14.39,73.65,958.3267,1.327,7,298.8,1291
"2024-09-23 09:00:00",1269,15.66,69.13,958.4733,1.387,7,287.1,1349
"2024-09-23 10:00:00",1270,16.51,65.19,958.71,1.79,7.2,304.1,1373
"2024-09-23 11:00:00",1271,17.64,61.51,958.52,1.323,4.9,359.9,1332
"2024-09-23 12:00:00",1272,18,59.91,958.26,1.43,5,7.751,1323
"2024-09-23 13:00:00",1273,18.77,58.21,957.5433,1.393,4.3,328.5,1373
"2024-09-23 14:00:00",1274,19.19,55.25,956.54,1.383,5.2,315.4,1343
"2024-09-23 15:00:00",1275,19.59,55.04,956.11,1.3,4.3,331.3,1404
"2024-09-23 16:00:00",1276,19.4,57.53,955.94,1.14,4.8,324.7,1341
"2024-09-23 17:00:00",1277,17.91,62,955.9633,1.157,4.2,350.6,1285
"2024-09-23 18:00:00",1278,15.34,73.83,956.45,1.093,3.7,259.2,1322
"2024-09-23 19:00:00",1279,13.89,78.86,956.8333,1.197,4.3,236.5,1359
"2024-09-23 20:00:00",1280,12.84,85.3,957.13,1.177,3.7,239.1,1322
"2024-09-23 21:00:00",1281,11.89,90.5,957.64,0.767,2.7,215.2,1315
"2024-09-23 22:00:00",1282,10.18,98.5,957.8367,0.367,1.7,170.5,1356
"2024-09-23 23:00:00",1283,9.58,100,957.6733,0.543,1.2,162,1380
"2024-09-24 00:00:00",1284,9.51,99.6,957.68,0.63,1.7,191.6,1333
"2024-09-24 01:00:00",1285,8.81,100,957.48,0.577,1.4,214.3,1346
"2024-09-24 02:00:00",1286,8.8,100,957.51,0.473,1.7,214.2,1315
"2024-09-24 03:00:00",1287,8.08,100,957.31,0.5,2.4,209.1,1347
"2024-09-24 04:00:00",1288,8.46,100,957.1,0.46,2.7,281,1426
"2024-09-24 05:00:00",1289,8.36,100,957.26,0.733,2.2,257.6,1378
"2024-09-24 06:00:00",1290,8.63,100,957.2367,0.587,2.4,270.3,1352
"2024-09-24 07:00:00",1291,8.58,100,957.37,0.95,2.8,294.1,1427
"2024-09-24 08:00:00",1292,8.69,100,957.4267,0.98,3.7,296.5,1353
"2024-09-24 09:00:00",1293,9.93,99.3,957.29,0.96,2.9,307.7,1371
"2024-09-24 10:00:00",1294,13.57,85.8,956.9534,0.927,3.2,346.7,1404
"2024-09-24 11:00:00",1295,17.17,67.95,956.6433,0.937,2.7,23.98,1387
"2024-09-24 12:00:00",1296,19.71,51.57,955.9567,1.053,2.9,44.42,1363
"2024-09-24 13:00:00",1297,21.37,47.2,955.12,1.287,4,46.85,1433
"2024-09-24 14:00:00",1298,22.03,42.92,954.4733,1.23,4.6,66.45,1352
"2024-09-24 15:00:00",1299,22.49,41.4,953.9867,1.023,4.1,138.5,1390
"2024-09-24 16:00:00",1300,22.04,50.12,953.85,0.88,3.8,181.7,1415
"2024-09-24 17:00:00",1301,18.59,70.64,953.91,1.04,3,183.3,1370
"2024-09-24 18:00:00",1302,16.33,85.3,954.0566,1.097,2.7,165.8,1383
"2024-09-24 19:00:00",1303,15.07,92.1,954.3033,0.827,2.3,168.5,1381
"2024-09-24 20:00:00",1304,14.91,92.2,954.8433,0.75,2.3,173.5,1427
"2024-09-24 21:00:00",1305,13.67,97.7,955.1467,0.563,1.7,177.3,1372
"2024-09-24 22:00:00",1306,13.21,99.3,955.21,0.693,1.9,209.2,1385
"2024-09-24 23:00:00",1307,12.58,99.9,955.28,0.46,1.7,242.1,1389
"2024-09-25 00:00:00",1308,12.27,100,955.27,0.623,2,236.5,1348
"2024-09-25 01:00:00",1309,11.98,100,955.27,0.313,1.5,253.4,1383
"2024-09-25 02:00:00",1310,12.32,100,955.0733,0.46,1.5,239.6,1376
"2024-09-25 03:00:00",1311,12.93,100,954.99,0.347,1.7,264.1,1314
"2024-09-25 04:00:00",1312,13.29,100,954.8867,0.22,1.3,302.9,1370
"2024-09-25 05:00:00",1313,13.32,100,954.7633,0.527,2.4,280.7,1368
"2024-09-25 06:00:00",1314,13.24,100,954.7433,0.537,2.3,309.2,1402
"2024-09-25 07:00:00",1315,13.03,100,954.7267,0.633,2.1,298.9,1358
"2024-09-25 08:00:00",1316,13.36,100,954.9667,0.647,2,312.9,1390
"2024-09-25 09:00:00",1317,15.2,97.3,954.8066,0.92,3.3,319.8,1328
"2024-09-25 10:00:00",1318,17.43,88.8,954.9267,0.857,2.8,341.7,1351
"2024-09-25 11:00:00",1319,19.38,82.5,955.22,0.793,2.8,350.9,1343
"2024-09-25 12:00:00",1320,21.58,74.76,954.5333,1.3,4.8,51.51,1360
"2024-09-25 13:00:00",1321,22.46,69.52,953.6733,1.117,4.8,65.51,1372
"2024-09-25 14:00:00",1322,22.83,66.87,953.0433,1.267,5.1,52.59,1386
"2024-09-25 15:00:00",1323,23.11,64.34,952.52,1.19,4.4,71.3,1341
"2024-09-25 16:00:00",1324,22,71.62,952.2333,0.683,3.4,172.4,1426
"2024-09-25 17:00:00",1325,20.44,80.4,952.2466,0.647,3.4,169.8,1388
"2024-09-25 18:00:00",1326,18.95,91.2,952.6,0.57,1.3,156.1,1325
"2024-09-25 19:00:00",1327,17.74,95.8,953.0267,0.597,1.5,179.5,1413
"2024-09-25 20:00:00",1328,17.3,96.8,953.3567,0.37,0.9,161.6,1398
"2024-09-25 21:00:00",1329,16.77,99.2,953.4933,0.43,0.9,193.7,1412
"2024-09-25 22:00:00",1330,16.05,100,953.6667,0.47,1.5,191,1442
"2024-09-25 23:00:00",1331,16.02,100,953.5967,0.353,1.1,186.9,1409
"2024-09-26 00:00:00",1332,15.88,100,953.6433,0.33,0.9,62.82,1368
"2024-09-26 01:00:00",1333,15.84,100,953.2933,0.39,1.7,307.7,1356
"2024-09-26 02:00:00",1334,15.47,100,953.3834,0.507,2.4,206.6,1375
"2024-09-26 03:00:00",1335,15.38,100,953.07,0.277,1.7,287.4,1372
"2024-09-26 04:00:00",1336,15.48,100,952.99,0.21,1,50.27,1436
"2024-09-26 05:00:00",1337,15.39,100,952.4366,0.33,1.1,292.8,1383
"2024-09-26 06:00:00",1338,14.96,100,952.67,0.4,1,148,1410
"2024-09-26 07:00:00",1339,15.23,100,953.0333,0,0.8,344.6,1423
"2024-09-26 08:00:00",1340,15.95,100,953.2167,0.167,1.3,342.2,1423
"2024-09-26 09:00:00",1341,17.77,96.5,953.3533,0.443,1.7,300,1374
"2024-09-26 10:00:00",1342,18.5,94.4,953.43,0.447,1.6,7.386,1368
"2024-09-26 11:00:00",1343,19.55,90.6,953.3933,0.53,2.6,44.68,1301
"2024-09-26 12:00:00",1344,21.24,86.2,952.8967,1.317,4.9,53.25,1426
"2024-09-26 13:00:00",1345,21.7,82.9,952.0933,0.74,4,264.1,1414
"2024-09-26 14:00:00",1346,22.72,77.75,951.57,0.67,3.3,8.56,1384
"2024-09-26 15:00:00",1347,23.32,75.18,950.9667,0.547,2.5,6.879,1438
"2024-09-26 16:00:00",1348,23.49,73.68,950.6433,0.817,3.4,42.78,1421
"2024-09-26 17:00:00",1349,22.27,81,950.7267,0.767,3.1,213,1433
"2024-09-26 18:00:00",1350,20.67,87.1,950.89,0.817,2.3,185.8,1415
"2024-09-26 19:00:00",1351,18.63,96,951.2466,0.713,1.8,165.7,1412
"2024-09-26 20:00:00",1352,17.77,98.7,951.6766,0.66,2.3,190.6,1355
"2024-09-26 21:00:00",1353,17.33,99.6,952.1533,0.743,1.4,160,1411
"2024-09-26 22:00:00",1354,16.52,99.9,952.4167,0.537,1.4,193.1,1455
"2024-09-26 23:00:00",1355,16.36,100,952.5533,0.407,1.5,205.4,1407
"2024-09-27 00:00:00",1356,15.79,100,952.3234,0.35,1.6,217,1363
"2024-09-27 01:00:00",1357,15.73,100,952.42,0.22,0.9,207.7,1399
"2024-09-27 02:00:00",1358,15.8,100,952.29,0.123,0.8,1.694,1354
"2024-09-27 03:00:00",1359,15.12,100,951.7633,0.263,1.5,146.8,1409
"2024-09-27 04:00:00",1360,15.62,100,951.9667,0.403,1.7,263.7,1421
"2024-09-27 05:00:00",1361,15.98,100,951.9467,0.103,1.3,350.4,1402
"2024-09-27 06:00:00",1362,16.16,100,952.25,0.23,1,36.32,1367
"2024-09-27 07:00:00",1363,16.38,100,952.7333,0.06,0.8,359.8,1380
"2024-09-27 08:00:00",1364,16.97,99.7,953.0633,0.53,3,287.2,1391
"2024-09-27 09:00:00",1365,19.19,91.3,953.19,0.717,3.1,319.7,1461
"2024-09-27 10:00:00",1366,19.95,84.7,953.3433,0.787,2.2,78.41,1412
"2024-09-27 11:00:00",1367,21.39,77.4,953.1934,0.843,2.9,1.128,1385
"2024-09-27 12:00:00",1368,23.17,68.58,952.75,1.007,3,31.35,1441
"2024-09-27 13:00:00",1369,24.55,60.81,952.0867,1.383,5.8,35.54,1420
"2024-09-27 14:00:00",1370,23.77,65.24,951.7933,0.633,4,358.4,1337
"2024-09-27 15:00:00",1371,23.53,67.75,951.75,0.817,4.7,195.4,1431
"2024-09-27 16:00:00",1372,23.12,67.39,951.9266,1.183,6.4,329.3,1360
"2024-09-27 17:00:00",1373,21.59,71.15,952.62,1.59,6.6,298.1,1397
"2024-09-27 18:00:00",1374,19.82,77.47,953.41,1.513,5.5,285.9,1398
"2024-09-27 19:00:00",1375,17.98,88.3,954.12,1.63,6,270.6,1405
"2024-09-27 20:00:00",1376,17.38,94.7,954.58,0.413,2.3,271.6,1374
"2024-09-27 21:00:00",1377,17.38,94.8,955.0867,0.87,3.6,275.9,1410
"2024-09-27 22:00:00",1378,17.34,94.2,955.3066,1.72,4.4,235,1327
"2024-09-27 23:00:00",1379,17.46,92.3,955.3233,1.3,4.2,233.2,1393
"2024-09-28 00:00:00",1380,17.73,89.2,955.3167,1.02,4.4,272.2,1347
"2024-09-28 01:00:00",1381,17.46,89.3,955.3834,1.12,4.3,248.2,1416
"2024-09-28 02:00:00",1382,17.31,86.7,955.46,1.467,6.4,262.9,1357
"2024-09-28 03:00:00",1383,17.1,87.7,955.7567,1.187,6.4,251.8,1383
"2024-09-28 04:00:00",1384,16.82,87.5,955.91,0.977,4.7,261.3,1373
"2024-09-28 05:00:00",1385,16.57,86.1,956.3134,1.12,5.9,279.2,1384
"2024-09-28 06:00:00",1386,16.33,85.6,956.9067,1.3,5.2,292.6,1415
"2024-09-28 07:00:00",1387,15.89,80.5,957.7033,1.69,8.5,269.4,1358
"2024-09-28 08:00:00",1388,16.5,75.66,958.2667,1.953,8,273.3,1479
"2024-09-28 09:00:00",1389,17.46,71.96,958.5367,1.74,8,290.2,1455
"2024-09-28 10:00:00",1390,19.02,68.59,958.5833,2.027,6.7,296.8,1393
"2024-09-28 11:00:00",1391,19.83,67.78,958.7733,1.86,6.8,321.8,1322
"2024-09-28 12:00:00",1392,20.1,68.57,958.6667,1.747,6.6,309.7,1383
"2024-09-28 13:00:00",1393,20.6,67.99,958.3067,1.7,6.2,310.1,1386
"2024-09-28 14:00:00",1394,20.6,68.27,958.09,1.24,5.4,311.6,1419
"2024-09-28 15:00:00",1395,21.27,65.89,957.9033,1.463,5.4,306.8,1368
"2024-09-28 16:00:00",1396,20.97,65.69,957.9,1.453,5.3,304.1,1351
"2024-09-28 17:00:00",1397,19.45,70.22,958.0833,1.257,5.1,312.1,1379
"2024-09-28 18:00:00",1398,17.79,75.28,958.63,1.197,4.6,287.8,1382
"2024-09-28 19:00:00",1399,16.4,81,959.31,1.383,5.3,262.1,1394
"2024-09-28 20:00:00",1400,16.41,79.49,959.9533,1.287,5.3,281.6,1378
"2024-09-28 21:00:00",1401,15.92,81.4,960.42,1.143,4.9,275,1412
"2024-09-28 22:00:00",1402,15.3,83.7,960.5034,1.393,6,262.3,1363
"2024-09-28 23:00:00",1403,14.91,85.4,960.34,1.07,4.6,245.8,1422
"2024-09-29 00:00:00",1404,14.74,87.5,960.1433,1.35,3.7,227.2,1338
"2024-09-29 01:00:00",1405,13.82,93.3,960.0967,0.837,3.2,252.4,1364
"2024-09-29 02:00:00",1406,12.83,98.5,959.95,0.607,2.1,211.2,1321
"2024-09-29 03:00:00",1407,12.34,100,959.96,0.357,1.2,182.9,1385
"2024-09-29 04:00:00",1408,12.49,100,959.77,0.467,1.5,178.5,1383
"2024-09-29 05:00:00",1409,12.21,100,959.8134,0.447,1.2,172,1374
"2024-09-29 06:00:00",1410,11.91,100,960.28,0.563,1.3,170.8,1380
"2024-09-29 07:00:00",1411,12.12,100,960.8167,0.493,1.3,197.6,1388
"2024-09-29 08:00:00",1412,13.47,100,961.23,0.397,1.6,4.58,1377
"2024-09-29 09:00:00",1413,17.36,89.6,961.1133,0.823,3.5,317.8,1342
"2024-09-29 10:00:00",1414,19.96,75.95,960.7633,1.39,4.4,301.8,1357
"2024-09-29 11:00:00",1415,19.42,77.71,960.4667,1.167,5.7,313.7,1365
"2024-09-29 12:00:00",1416,19.95,76.13,959.7967,1.107,4.6,330,1354
"2024-09-29 13:00:00",1417,21.01,69.26,959.3467,1.477,5.2,343.4,1333
"2024-09-29 14:00:00",1418,21.06,67.92,959,1.303,5,358.3,1391
"2024-09-29 15:00:00",1419,20.83,69.12,958.8267,0.983,3.2,348.2,1442
"2024-09-29 16:00:00",1420,21.37,65.93,958.3267,0.703,2.2,221.3,1324
"2024-09-29 17:00:00",1421,18.68,78.67,958.2067,0.9,2.9,193.7,1375
"2024-09-29 18:00:00",1422,17.16,83.4,958.4367,0.827,2.4,209.8,1416
"2024-09-29 19:00:00",1423,16.31,87.3,958.8567,1.007,4.2,225.6,1418
"2024-09-29 20:00:00",1424,15.74,87.3,959.0566,1.097,3.8,241.7,1384
"2024-09-29 21:00:00",1425,15.16,86,959.6234,1.117,4.8,230.1,1390
"2024-09-29 22:00:00",1426,13.14,95.8,959.8333,0.67,1.8,180.3,1456
"2024-09-29 23:00:00",1427,12.06,99.4,959.7633,0.58,1.4,178.3,1357
"2024-09-30 00:00:00",1428,11.92,99.7,959.2033,0.653,1.5,179,1405
"2024-09-30 01:00:00",1429,11,100,958.8267,0.657,3.1,258.5,1355
"2024-09-30 02:00:00",1430,10.7,100,958.69,0.563,1.8,228.5,1440
"2024-09-30 03:00:00",1431,9.72,100,958.5,0.59,2.6,246.4,1512
"2024-09-30 04:00:00",1432,9.08,100,958.2033,0.467,2.3,243.4,1397
"2024-09-30 05:00:00",1433,8.45,100,957.95,0.387,2.1,241.9,1357
"2024-09-30 06:00:00",1434,8.12,100,957.63,0.563,2.1,235.8,1352
"2024-09-30 07:00:00",1435,8.01,100,957.5967,0.437,2.4,290.2,1356
"2024-09-30 08:00:00",1436,9.39,100,957.63,0.693,3.5,338.3,1378
"2024-09-30 09:00:00",1437,12.28,94.3,957.4,0.823,2.8,325.3,1419
"2024-09-30 10:00:00",1438,15.78,80.8,956.8567,0.71,2.3,29.51,1420
"2024-09-30 11:00:00",1439,19.18,67.56,956.17,1.053,3.9,45.34,1495
"2024-09-30 12:00:00",1440,21.62,58.63,955.1567,1.23,4.4,74.47,1466
"2024-09-30 13:00:00",1441,22.57,53.81,954.3134,1.19,4.7,57.34,1434
"2024-09-30 14:00:00",1442,22.72,54.08,953.6934,1.283,4.9,59.45,1483
"2024-09-30 15:00:00",1443,23.18,51.17,953.0466,1.413,4.6,47.8,1466
"2024-09-30 16:00:00",1444,22.34,43.74,952.5566,0.797,3.8,178.9,1554
"2024-09-30 17:00:00",1445,17.79,63.66,952.29,1.24,3.1,175.7,1484
"2024-09-30 18:00:00",1446,16.42,77.98,952.1467,0.823,2.4,153.3,1501
"2024-09-30 19:00:00",1447,14.68,85.7,952.32,0.783,1.7,167.1,1500
"2024-09-30 20:00:00",1448,13.61,89.3,952.51,0.763,2.3,165.6,1506
"2024-09-30 21:00:00",1449,12.44,96.4,952.61,0.72,1.6,169.1,1455
"2024-09-30 22:00:00",1450,12.05,99.2,952.6166,0.603,1.6,194.1,1494
"2024-09-30 23:00:00",1451,12.08,100,952.53,0.517,1.4,178.1,1451
"2024-10-01 00:00:00",1452,12.54,100,952.1567,0.587,2,152.7,1484
"2024-10-01 01:00:00",1453,12.48,100,951.4,0.507,1.6,13.61,1503
"2024-10-01 02:00:00",1454,11.76,100,950.74,0.52,1.5,180.8,1472
"2024-10-01 03:00:00",1455,11.31,100,950.2933,0.443,1.1,177.5,1446
"2024-10-01 04:00:00",1456,11.26,100,949.8933,0.397,1.4,6.965,1493
"2024-10-01 05:00:00",1457,11.32,100,949.6266,0.393,1.3,349.4,1483
"2024-10-01 06:00:00",1458,11.48,100,949.2433,0.237,1.2,19.77,1494
"2024-10-01 07:00:00",1459,11.67,100,948.9533,0.047,0.9,3.782,1516
"2024-10-01 08:00:00",1460,12.19,100,949.1733,0.353,1.7,0.996,1519
"2024-10-01 09:00:00",1461,13.19,100,949.06,0.297,2.5,348.1,1427
"2024-10-01 10:00:00",1462,14.89,99.6,949.1,0.903,4,53.73,1455
"2024-10-01 11:00:00",1463,16.77,88.2,948.67,0.93,6.1,93.1,1515
"2024-10-01 12:00:00",1464,17.39,82.9,948.2167,1.653,7.2,84.2,1504
"2024-10-01 13:00:00",1465,16.72,90.1,947.8533,1.423,5.1,60.81,1465
"2024-10-01 14:00:00",1466,16.16,97.8,947.3267,1.393,5.8,44.4,1469
"2024-10-01 15:00:00",1467,16.42,95.1,947.27,1.4,8.7,15.37,1492
"2024-10-01 16:00:00",1468,15.84,86,947.6633,1.157,6,306.8,1536
"2024-10-01 17:00:00",1469,14.67,85.7,948.34,1.11,5.7,188,1406
"2024-10-01 18:00:00",1470,13.6,86.9,948.8833,1.007,4.7,162.5,1517
"2024-10-01 19:00:00",1471,12.75,89.1,949.5634,0.91,4.6,150.9,1489
"2024-10-01 20:00:00",1472,13.03,85.6,949.9467,0.967,5.4,122.2,1479
"2024-10-01 21:00:00",1473,11.54,93.3,950.4966,0.743,2.1,163.5,1542
"2024-10-01 22:00:00",1474,10.36,93.7,951.0067,0.757,2.5,168.2,1432
"2024-10-01 23:00:00",1475,9.06,95.7,951.5034,0.793,2,164.6,1522
"2024-10-02 00:00:00",1476,8.41,94.6,951.7767,0.753,2.6,168.2,1451
"2024-10-02 01:00:00",1477,9.09,84.3,952.0967,1.12,5.2,210.8,1501
"2024-10-02 02:00:00",1478,7.34,92.7,952.1467,0.78,3.4,182.1,1499
"2024-10-02 03:00:00",1479,5.84,99.7,952.1367,0.633,1.3,167.7,1516
"2024-10-02 04:00:00",1480,5.483,100,952.37,0.603,1.3,174.8,1528
"2024-10-02 05:00:00",1481,5.347,100,952.8066,0.463,1.6,193.9,1498
"2024-10-02 06:00:00",1482,5.283,100,953.26,0.44,1.3,279.7,1461
"2024-10-02 07:00:00",1483,5.29,100,953.6033,0.3,1.5,282.5,1464
"2024-10-02 08:00:00",1484,6.797,98.9,954.1733,0.497,1.5,349.9,1377
"2024-10-02 09:00:00",1485,9.68,80.9,954.46,0.977,5,347.2,1514
"2024-10-02 10:00:00",1486,11.96,50.87,954.7967,1.34,5.1,280.5,1485
"2024-10-02 11:00:00",1487,13.19,44.13,955.0167,0.877,3.3,326.5,1556
"2024-10-02 12:00:00",1488,14.53,37.7,955.08,1.197,4.4,153.4,1541
"2024-10-02 13:00:00",1489,16.22,31.58,954.8,1.397,6.2,330,1460
"2024-10-02 14:00:00",1490,16.75,29.93,954.4633,1.197,6.2,10.73,1500
"2024-10-02 15:00:00",1491,17.17,32.88,954.2567,1.213,4.6,0.591,1537
"2024-10-02 16:00:00",1492,16.77,40.98,954.4167,1.22,4.8,331.8,1491
"2024-10-02 17:00:00",1493,14.32,57.15,954.94,1.107,5,303.2,1483
"2024-10-02 18:00:00",1494,12.57,68.41,955.73,0.953,3.2,259.1,1507
"2024-10-02 19:00:00",1495,11.23,76.81,956.47,0.973,3.4,240.5,1457
"2024-10-02 20:00:00",1496,10.05,83.1,957.3734,0.837,3.7,235.9,1421
"2024-10-02 21:00:00",1497,8.93,88.9,958.15,0.663,3,209.4,1509
"2024-10-02 22:00:00",1498,8.73,90.2,958.71,0.943,3.1,226.7,1440
"2024-10-02 23:00:00",1499,8.44,92,959.1766,0.743,2.7,245.5,1468
"2024-10-03 00:00:00",1500,6.87,98.3,959.2933,0.567,2.4,203.2,1350
"2024-10-03 01:00:00",1501,6.42,99.7,959.3333,0.59,1.9,185.8,1450
"2024-10-03 02:00:00",1502,6.47,100,959.2933,0.71,2.5,235.4,1377
"2024-10-03 03:00:00",1503,6.71,99.2,959.2033,0.947,4.2,259.3,1449
"2024-10-03 04:00:00",1504,7.08,98.7,959.1567,0.957,3.2,227.1,1333
"2024-10-03 05:00:00",1505,7.213,98.3,959.2433,0.773,3.4,264.7,1480
"2024-10-03 06:00:00",1506,9.55,87.1,959.59,1.207,3.7,229.7,1411
"2024-10-03 07:00:00",1507,10.22,82.6,959.8967,1.577,4.4,231.3,1387
"2024-10-03 08:00:00",1508,10.77,80.9,960.1833,1.273,4,261.5,1428
"2024-10-03 09:00:00",1509,12.41,73.97,960.5367,1.227,4.4,264,1471
"2024-10-03 10:00:00",1510,14,61.83,960.47,1.25,5.6,31.02,1470
"2024-10-03 11:00:00",1511,14.6,59.94,960.39,1.083,6,309.3,1437
"2024-10-03 12:00:00",1512,15.01,60.36,960.1,0.993,4.8,343.1,1443
"2024-10-03 13:00:00",1513,15.03,62.52,959.6367,1.073,4.6,9.54,1471
"2024-10-03 14:00:00",1514,14.79,66.08,958.8734,1.07,4.4,32.95,1437
"2024-10-03 15:00:00",1515,12.6,90.8,958.9067,0.85,3,225.5,1432
"2024-10-03 16:00:00",1516,12.47,92.3,959.2466,0.66,2.4,254.7,1422
"2024-10-03 17:00:00",1517,11.72,96.8,959.67,0.693,2.1,228.7,1348
"2024-10-03 18:00:00",1518,11.32,98.8,959.86,0.56,2.2,252.1,1338
"2024-10-03 19:00:00",1519,11.09,100,959.9333,0.42,2,294.4,1424
"2024-10-03 20:00:00",1520,11.36,98,959.45,0.88,4.2,254.1,1412
"2024-10-03 21:00:00",1521,11.7,92.5,959.1967,1.56,5.9,248.7,1320
"2024-10-03 22:00:00",1522,11.78,91.8,959.1467,1.48,4.9,247.7,1395
"2024-10-03 23:00:00",1523,11.59,95.4,959.8033,0.68,3,282.2,1412
"2024-10-04 00:00:00",1524,11,97.7,959.6433,0.59,2.5,265.4,1398
"2024-10-04 01:00:00",1525,9.35,100,959.6234,0.507,1.8,234.7,1390
"2024-10-04 02:00:00",1526,10.71,96.7,959.7833,0.89,3.8,249.2,1364
"2024-10-04 03:00:00",1527,10.67,92.5,959.9966,1.333,5.4,237.8,1360
"2024-10-04 04:00:00",1528,9.38,97.4,960.2833,0.74,3.9,241,1395
"2024-10-04 05:00:00",1529,8.08,100,960.6967,0.437,3.6,152.8,1341
"2024-10-04 06:00:00",1530,8.03,100,961.2,0.56,3.6,307.1,1338
"2024-10-04 07:00:00",1531,7.813,100,961.6934,0.757,2.8,268.8,1352
"2024-10-04 08:00:00",1532,7.85,100,962.14,0.893,3.2,292.1,1342
"2024-10-04 09:00:00",1533,8.72,100,962.29,0.827,2.9,317.5,1430
"2024-10-04 10:00:00",1534,11.2,99.5,962.3033,0.697,2.7,5.699,1324
"2024-10-04 11:00:00",1535,15.1,73.89,962.1933,0.923,2.6,43.16,1394
"2024-10-04 12:00:00",1536,17.45,50.73,961.8567,0.873,3.1,6.816,1446
"2024-10-04 13:00:00",1537,18.61,46.46,961.22,1.063,4.2,64.58,1384
"2024-10-04 14:00:00",1538,19.35,49.74,960.6433,1.147,3.8,61.91,1399
"2024-10-04 15:00:00",1539,19.53,53.19,960.05,1.083,3.6,76.84,1388
"2024-10-04 16:00:00",1540,19.08,61.29,960.1933,0.653,2.5,248.3,1378
"2024-10-04 17:00:00",1541,15.68,75.68,960.3066,0.93,2.5,176.9,1355
"2024-10-04 18:00:00",1542,13.54,87,960.3567,1.01,2.6,166.1,1414
"2024-10-04 19:00:00",1543,11.49,95.7,960.6667,0.747,1.6,169,1310
"2024-10-04 20:00:00",1544,10.64,98.3,961.18,0.683,1.5,168.3,1357
"2024-10-04 21:00:00",1545,9.64,100,961.7233,0.587,1.1,170.1,1380
"2024-10-04 22:00:00",1546,9.22,100,962.0833,0.403,1.1,194,1343
"2024-10-04 23:00:00",1547,8.74,100,962.24,0.437,2.2,207.6,1334
"2024-10-05 00:00:00",1548,8.19,100,962.3667,0.423,2,200.7,1332
"2024-10-05 01:00:00",1549,7.297,100,962.31,0.323,0.9,168.7,1375
"2024-10-05 02:00:00",1550,6.72,100,962.38,0.22,1.3,316.2,1301
"2024-10-05 03:00:00",1551,7.05,100,962.2433,0.433,1.9,278.9,1430
"2024-10-05 04:00:00",1552,7.147,100,962.0867,0.607,2,252.5,1409
"2024-10-05 05:00:00",1553,6.863,100,961.9867,0.823,3.2,274.1,1357
"2024-10-05 06:00:00",1554,6.737,100,962.22,0.893,3.4,272.5,1394
"2024-10-05 07:00:00",1555,6.673,100,962.0467,0.757,2.3,275.5,1388
"2024-10-05 08:00:00",1556,7.26,100,962.24,0.88,2.8,286.5,1382
"2024-10-05 09:00:00",1557,8.04,100,962.31,0.923,3,291.7,1385
"2024-10-05 10:00:00",1558,9.25,100,962.2733,0.86,3.2,316.7,1434
"2024-10-05 11:00:00",1559,13.16,97.8,961.7466,0.803,2.5,23.59,1467
"2024-10-05 12:00:00",1560,17.11,65.79,961.2167,0.907,3.9,48.66,1360
"2024-10-05 13:00:00",1561,18.96,56.41,960.7133,1.243,4.2,50.69,1400
"2024-10-05 14:00:00",1562,19.62,47.36,959.8967,1.273,4.7,47.21,1387
"2024-10-05 15:00:00",1563,19.7,49.66,959.18,0.76,4.3,26.37,1352
"2024-10-05 16:00:00",1564,18.4,61.29,959.0667,0.697,2.8,190.6,1477
"2024-10-05 17:00:00",1565,16.54,72.17,959.5134,0.773,2.8,178,1407
"2024-10-05 18:00:00",1566,13.85,85.5,959.72,0.873,2,166.6,1450
"2024-10-05 19:00:00",1567,12.06,93.2,959.81,0.823,1.8,163.9,1460
"2024-10-05 20:00:00",1568,11.11,96.5,960.27,0.773,1.6,153.3,1409
"2024-10-05 21:00:00",1569,9.95,97.4,960.2333,0.64,1.4,168.8,1346
"2024-10-05 22:00:00",1570,8.94,99.9,960.26,0.587,1.9,178.4,1363
"2024-10-05 23:00:00",1571,9.39,100,960.7466,0.187,2.4,343.5,1484
"2024-10-06 00:00:00",1572,9.3,100,960.5933,0.433,1.3,258.9,1389
"2024-10-06 01:00:00",1573,9.02,100,960.4733,0.213,2,315.7,1379
"2024-10-06 02:00:00",1574,9.02,100,960.57,0.553,1.8,252.6,1408
"2024-10-06 03:00:00",1575,8.67,100,960.1567,0.61,1.7,249.1,1377
"2024-10-06 04:00:00",1576,8.61,100,960,0.6,2.1,270.1,1380
"2024-10-06 05:00:00",1577,8.4,100,959.86,0.583,2,280.3,1465
"2024-10-06 06:00:00",1578,8.24,100,959.75,0.497,2.3,290.3,1336
"2024-10-06 07:00:00",1579,7.97,100,959.7733,0.93,3,274.5,1380
"2024-10-06 08:00:00",1580,8.13,100,959.7267,0.99,3,297.5,1461
"2024-10-06 09:00:00",1581,8.84,100,960.29,0.79,2.4,306,1381
