"TOA5","KIHS_CosmicRay_PyeongChang","CR300","20352","CR310.Std.10.07","CPU:240801_KIHS_Hydro_mod_WS500 _PyeongChang.CR300","12929","Hour1_PyeongChang"
"TIMESTAMP","RECORD","Air_Temp_Avg","RH_Avg","Air_Press_Avg","WS_avg_Avg","WS_max_Max","WD_VCT","HI_NeutronCts_Tot"
"TS","RN","DegC","%","hPa","m/s","m/s","Deg",""
"","","Avg","Avg","Avg","Avg","Max","WVc","Tot"
"2024-08-14 22:00:00",322,22.09,95,949.1967,0.573,1.2,180.9,1475
"2024-08-14 23:00:00",323,21.85,95.9,949.3167,0.513,1.2,171.9,1576
"2024-08-15 00:00:00",324,21.88,96.3,949.3267,0.5,1.2,203.6,1516
"2024-08-15 01:00:00",325,21.65,96.5,949.34,0.507,1.1,208.9,1495
"2024-08-15 02:00:00",326,21.38,97.3,949.2633,0.463,1.7,225.7,1520
"2024-08-15 03:00:00",327,21.22,98.2,949.2267,0.253,1.1,246.2,1442
"2024-08-15 04:00:00",328,21.18,98.9,949.1,0.217,1,115.8,1466
"2024-08-15 05:00:00",329,21.03,98.5,949.14,0.48,0.9,193.3,1514
"2024-08-15 06:00:00",330,20.93,97.6,949.2667,0.39,2.1,262,1472
"2024-08-15 07:00:00",331,21.41,95.6,949.4333,0.343,1.8,329.4,1502
"2024-08-15 08:00:00",332,23.09,86.9,949.5566,0.687,2.5,335.4,1539
"2024-08-15 09:00:00",333,24.96,77.16,949.3967,0.81,2.5,13.32,1468
"2024-08-15 10:00:00",334,27,69.31,949.25,0.807,2.4,32.55,1481
"2024-08-15 11:00:00",335,28.6,63.57,948.9567,1.023,4.3,279.9,1541
"2024-08-15 12:00:00",336,30.06,56.13,948.64,1.05,3.7,331.6,1480
"2024-08-15 13:00:00",337,30.37,57.53,948.2633,1.51,4.5,33.76,1521
"2024-08-15 14:00:00",338,30.24,58.19,947.8134,1.293,4.7,16.96,1597
"2024-08-15 15:00:00",339,30.31,56.25,947.3333,1.113,4.1,22.66,1581
"2024-08-15 16:00:00",340,30.45,57.8,947.0367,1.077,4.7,328,1628
"2024-08-15 17:00:00",341,29.43,61.84,947.35,1.04,4.4,332,1576
"2024-08-15 18:00:00",342,28.23,65.24,947.3734,1.233,5.2,295.1,1546
"2024-08-15 19:00:00",343,25.71,75.32,947.77,1.037,4.6,248.2,1573
"2024-08-15 20:00:00",344,24.73,78.06,948.4533,0.917,3.5,255.9,1490
"2024-08-15 21:00:00",345,23.05,86.2,949.09,0.71,2.7,209.2,1571
"2024-08-15 22:00:00",346,21.63,93.7,949.2267,0.6,1.8,185.7,1559
"2024-08-15 23:00:00",347,21.23,94.2,949.3933,0.623,1.8,201.8,1428
"2024-08-16 00:00:00",348,20.47,95.8,949.55,0.64,1.7,195.8,1547
"2024-08-16 01:00:00",349,19.94,95.8,949.51,0.65,1.5,207.3,1484
"2024-08-16 02:00:00",350,19.39,95.3,949.5533,0.537,1.6,233,1529
"2024-08-16 03:00:00",351,18.72,96.7,949.6033,0.25,1.9,314.2,1594
"2024-08-16 04:00:00",352,18.55,96.3,949.6367,0.69,2.7,227.5,1541
"2024-08-16 05:00:00",353,18.01,98.3,949.77,0.467,1.1,177.9,1531
"2024-08-16 06:00:00",354,17.67,99.8,949.9033,0.377,1.2,213.7,1524
"2024-08-16 07:00:00",355,18.54,98.1,950.1633,0.257,2.6,327.1,1500
"2024-08-16 08:00:00",356,21.15,88.8,950.38,0.623,2.1,342.9,1478
"2024-08-16 09:00:00",357,23.9,79.96,950.1234,0.593,2,10.59,1529
"2024-08-16 10:00:00",358,26.79,69.9,950.1133,0.77,2.7,327.7,1506
"2024-08-16 11:00:00",359,27.29,67.09,950.13,0.767,2.7,49.27,1559
"2024-08-16 12:00:00",360,27.54,66.93,949.8467,0.74,3,311.7,1501
"2024-08-16 13:00:00",361,28.08,64.13,949.3567,0.68,2.4,282.7,1511
"2024-08-16 14:00:00",362,29.09,61.99,948.7767,1.13,4.2,92.5,1573
"2024-08-16 15:00:00",363,29.03,63.86,948.5267,0.83,5.2,353,1542
"2024-08-16 16:00:00",364,29.1,64.24,948.4467,0.743,5.2,348.5,1618
"2024-08-16 17:00:00",365,27.55,71.33,948.4933,0.787,5.2,53.26,1603
"2024-08-16 18:00:00",366,27.38,71.6,948.59,0.86,4,252.9,1544
"2024-08-16 19:00:00",367,25.52,75.8,949.0133,0.917,3.4,262.9,1618
"2024-08-16 20:00:00",368,24.16,79.86,949.72,0.883,2.7,233.4,1579
"2024-08-16 21:00:00",369,22.97,85.9,950.4333,0.637,2.4,225.1,1574
"2024-08-16 22:00:00",370,21.81,91.5,950.6667,0.647,2.3,186.4,1528
"2024-08-16 23:00:00",371,21.09,95,951.0267,0.64,1.9,193.9,1501
"2024-08-17 00:00:00",372,20.63,97.3,951.03,0.583,1,188.2,1547
"2024-08-17 01:00:00",373,20.28,98.7,950.9833,0.507,1.3,197.6,1509
"2024-08-17 02:00:00",374,19.96,99.7,951.1,0.447,1.5,189.6,1535
"2024-08-17 03:00:00",375,19.6,99.9,951.1333,0.333,1.3,276.3,1593
"2024-08-17 04:00:00",376,19.5,99.9,951.2167,0.33,1.3,293.5,1438
"2024-08-17 05:00:00",377,19.67,99.6,951.5233,0.44,2.5,248.7,1600
"2024-08-17 06:00:00",378,19.58,99.3,951.8633,0.35,1.6,282.6,1503
"2024-08-17 07:00:00",379,20.22,97.1,951.8467,0.637,2,263.7,1519
"2024-08-17 08:00:00",380,21.9,89.4,951.8934,0.61,2.5,359.1,1550
"2024-08-17 09:00:00",381,24.56,79.75,951.8867,0.74,2.2,346,1592
"2024-08-17 10:00:00",382,26.53,73.48,951.6934,0.797,2.4,13.99,1458
"2024-08-17 11:00:00",383,27.68,69.1,951.55,0.83,3,45.35,1515
"2024-08-17 12:00:00",384,29.64,56.77,950.98,0.99,3.1,306.2,1478
"2024-08-17 13:00:00",385,30.91,52.17,950.5067,1.173,3.7,350.6,1549
"2024-08-17 14:00:00",386,30.54,54.66,950.1866,1.247,4.1,29.13,1519
"2024-08-17 15:00:00",387,30.72,57.13,949.85,0.773,4,14.85,1611
"2024-08-17 16:00:00",388,30.38,60.32,949.6333,1.037,3.8,1.985,1517
"2024-08-17 17:00:00",389,29.81,62.47,949.5267,1.107,4.6,321.1,1531
"2024-08-17 18:00:00",390,28.32,67.95,949.6833,0.92,4.9,303.8,1567
"2024-08-17 19:00:00",391,26.51,75.44,949.9933,0.917,3.6,261,1560
"2024-08-17 20:00:00",392,24.79,81.7,950.6033,1.003,3.6,222.9,1528
"2024-08-17 21:00:00",393,23.66,86.8,951.4,0.607,1.7,204.4,1527
"2024-08-17 22:00:00",394,22.42,92.3,951.58,0.573,1.5,181.6,1579
"2024-08-17 23:00:00",395,21.59,95.9,951.53,0.61,1.4,182.6,1510
"2024-08-18 00:00:00",396,21.11,98.4,951.7567,0.503,1.1,181.4,1515
"2024-08-18 01:00:00",397,20.84,99,951.6067,0.587,1.3,186.7,1498
"2024-08-18 02:00:00",398,20.49,99.8,951.6166,0.447,1.1,202.1,1522
"2024-08-18 03:00:00",399,20.47,99.6,951.4767,0.557,1.8,207,1524
"2024-08-18 04:00:00",400,19.88,100,951.74,0.34,0.8,159.7,1558
"2024-08-18 05:00:00",401,19.78,100,951.65,0.27,0.8,223,1493
"2024-08-18 06:00:00",402,19.43,100,951.4534,0.26,1.4,206.6,1546
"2024-08-18 07:00:00",403,19.98,99.2,951.69,0.293,2.2,331.8,1519
"2024-08-18 08:00:00",404,22,91.6,951.7167,0.617,2.7,343.9,1531
"2024-08-18 09:00:00",405,24.72,80.9,951.3767,0.923,2.7,323.8,1499
"2024-08-18 10:00:00",406,27.13,71.64,951.1,0.907,2.9,21.09,1585
"2024-08-18 11:00:00",407,29.07,63.88,950.6433,0.933,2.9,23.86,1544
"2024-08-18 12:00:00",408,30.52,58.63,950.0067,1.203,3.6,356.4,1569
"2024-08-18 13:00:00",409,31.64,53.45,949.3633,1.15,4.1,343.5,1534
"2024-08-18 14:00:00",410,32.13,50.97,948.98,1.073,4.3,46.91,1552
"2024-08-18 15:00:00",411,32.4,49.84,948.5,1.317,4.5,55.95,1560
"2024-08-18 16:00:00",412,32.05,51.58,948.1234,1.297,5.4,74.36,1569
"2024-08-18 17:00:00",413,30.74,57.42,948.0733,1.527,6.6,102.4,1571
"2024-08-18 18:00:00",414,26.88,77.04,948.2933,0.7,3.7,163.3,1525
"2024-08-18 19:00:00",415,25.73,82.9,948.6367,0.697,2.2,191,1580
"2024-08-18 20:00:00",416,24.93,88.3,949.27,0.4,2.4,215.7,1590
"2024-08-18 21:00:00",417,23.42,93.5,949.94,0.44,2.1,201,1494
"2024-08-18 22:00:00",418,22.5,97.2,950.3134,0.48,1.7,174.3,1555
"2024-08-18 23:00:00",419,22.31,97.6,950.1233,0.467,2.1,207.2,1536
"2024-08-19 00:00:00",420,21.74,99.4,950.3267,0.413,1,188.9,1526
"2024-08-19 01:00:00",421,21.62,99.3,950.1433,0.483,2.3,222.1,1520
"2024-08-19 02:00:00",422,21.7,100,949.9033,0.74,2.3,226.3,1605
"2024-08-19 03:00:00",423,21.33,100,949.8967,0.273,1.4,281.8,1450
"2024-08-19 04:00:00",424,21.95,100,949.7767,0.387,1.4,286.8,1531
"2024-08-19 05:00:00",425,21.87,100,949.5634,0.277,2,272,1594
"2024-08-19 06:00:00",426,21.76,100,949.3267,0.56,1.9,233,1554
"2024-08-19 07:00:00",427,21.68,100,949.5233,0.69,1.6,213.6,1525
"2024-08-19 08:00:00",428,22.1,99.6,949.89,0.547,1.7,274.6,1586
"2024-08-19 09:00:00",429,23.33,94.6,949.9633,0.65,2.7,4.409,1610
"2024-08-19 10:00:00",430,26.19,81.9,949.55,0.86,2.6,353.7,1580
"2024-08-19 11:00:00",431,29.11,70.12,949.1967,0.93,3.2,48.82,1466
"2024-08-19 12:00:00",432,30.66,62.53,948.9366,1.283,4.1,68.53,1528
"2024-08-19 13:00:00",433,31.33,54.49,948.5833,1.563,6.5,51.18,1561
"2024-08-19 14:00:00",434,31.93,51.46,948.1766,1.573,5.6,62.06,1533
"2024-08-19 15:00:00",435,32.37,49.39,947.82,1.22,4.6,90.7,1557
"2024-08-19 16:00:00",436,32.27,48.62,947.4233,1.127,4.6,84.9,1576
"2024-08-19 17:00:00",437,31.56,52.44,947.4133,0.883,3.4,185.4,1585
"2024-08-19 18:00:00",438,28.42,65.3,947.7967,1.003,3.4,176.4,1558
"2024-08-19 19:00:00",439,25.51,76.36,948.2433,0.893,2.5,163.5,1586
"2024-08-19 20:00:00",440,24.12,83.4,948.8767,0.783,1.8,166.4,1533
"2024-08-19 21:00:00",441,23.26,89.4,949.5067,0.627,1.7,170.4,1571
"2024-08-19 22:00:00",442,22.66,95.1,950.0533,0.453,1.1,170.7,1531
"2024-08-19 23:00:00",443,22.37,96.8,950.45,0.553,1.8,180.5,1552
"2024-08-20 00:00:00",444,21.91,98.3,950.7233,0.51,1.4,190.5,1499
"2024-08-20 01:00:00",445,21.88,98.9,950.75,0.42,1.3,211,1494
"2024-08-20 02:00:00",446,21.51,99.9,950.6633,0.213,1,175.5,1487
"2024-08-20 03:00:00",447,21.49,99.9,950.87,0.477,2.3,207.5,1612
"2024-08-20 04:00:00",448,21.41,100,950.9833,0.443,2,270.1,1518
"2024-08-20 05:00:00",449,21.4,100,951.11,0.39,1.8,249.7,1605
"2024-08-20 06:00:00",450,20.87,100,951.0267,0.25,1.5,249.9,1553
"2024-08-20 07:00:00",451,21.22,99.8,950.6833,0.397,2.4,317.2,1581
"2024-08-20 08:00:00",452,23.25,93.6,950.5167,0.667,3.4,319.3,1515
"2024-08-20 09:00:00",453,25.85,82.2,950.83,0.617,2,4.576,1516
"2024-08-20 10:00:00",454,28.76,68.55,951.1133,1.06,4.9,358.6,1592
"2024-08-20 11:00:00",455,29.11,68.34,950.8867,1.203,4.1,8.43,1557
"2024-08-20 12:00:00",456,29.31,68.36,950.73,1.007,3.6,21.6,1572
"2024-08-20 13:00:00",457,30.09,65.69,950.38,1.003,3.4,34.73,1546
"2024-08-20 14:00:00",458,30.1,66.69,949.88,0.757,3,13.54,1560
"2024-08-20 15:00:00",459,29.76,68.77,949.6934,1.033,4.5,25.65,1578
"2024-08-20 16:00:00",460,29.09,72.13,949.83,1.09,4.4,347.5,1622
"2024-08-20 17:00:00",461,29.47,71.75,949.63,1.03,3.7,335.5,1521
"2024-08-20 18:00:00",462,28.39,76.16,949.7033,0.76,3.3,287.3,1590
"2024-08-20 19:00:00",463,27.07,80.9,949.3667,0.83,3.3,273.6,1545
"2024-08-20 20:00:00",464,26.29,83.9,950.31,1.02,4.3,277.2,1515
"2024-08-20 21:00:00",465,25.81,85.5,951.0566,0.857,4,265,1568
"2024-08-20 22:00:00",466,25.2,88.6,951.0566,0.697,2.1,240,1510
"2024-08-20 23:00:00",467,24,94.5,951.1333,0.567,1.7,169.2,1581
"2024-08-21 00:00:00",468,24.26,94.8,951.2466,0.43,1.7,216,1493
"2024-08-21 01:00:00",469,24.39,94.6,950.9366,0.347,1.7,231.7,1501
"2024-08-21 02:00:00",470,23.98,98.4,950.62,0.26,1.2,220.4,1621
"2024-08-21 03:00:00",471,23.78,99.9,950.09,0.307,1.7,358.1,1488
"2024-08-21 04:00:00",472,23.92,98.4,949.63,0.95,5.4,72.39,1458
"2024-08-21 05:00:00",473,23.46,99.8,949.59,0.427,1.8,6.415,1505
"2024-08-21 06:00:00",474,23.33,100,949.2667,0.11,1.1,4.798,1440
"2024-08-21 07:00:00",475,23.35,100,949.5833,0.07,1.2,358,1429
"2024-08-21 08:00:00",476,23.44,100,949.5,0.23,1.6,7.856,1511
"2024-08-21 09:00:00",477,23.67,100,949.3867,1.137,4.8,38.25,1453
"2024-08-21 10:00:00",478,23.8,100,949.75,0.46,2.8,15.03,1439
"2024-08-21 11:00:00",479,24.04,100,949.5833,1.07,5.1,34.21,1399
"2024-08-21 12:00:00",480,24.59,99.5,949.5533,1.13,3.8,44.89,1468
"2024-08-21 13:00:00",481,24.45,100,949.2567,1.363,5.4,46.86,1456
"2024-08-21 14:00:00",482,24.69,99.9,948.8666,1.26,4.4,46.81,1353
"2024-08-21 15:00:00",483,25.04,98.5,948.36,1.18,4.3,47.99,1431
"2024-08-21 16:00:00",484,25.47,95.1,948.21,1.04,5.3,65.7,1548
"2024-08-21 17:00:00",485,25.61,95.8,948.3033,0.97,4.3,46.2,1409
"2024-08-21 18:00:00",486,25.8,93.6,947.9633,0.957,6.4,43.12,1466
"2024-08-21 19:00:00",487,25.87,89.3,947.6433,1.663,6.7,80.1,1477
"2024-08-21 20:00:00",488,25.1,94.9,947.7267,0.75,3.2,79.5,1497
"2024-08-21 21:00:00",489,24.76,98.7,948.0667,0.65,4.9,24.48,1410
"2024-08-21 22:00:00",490,24.95,98.5,948.6234,0.95,4.9,35.27,1465
"2024-08-21 23:00:00",491,25.08,96.7,948.4233,0.893,4.6,65.13,1444
"2024-08-22 00:00:00",492,24.69,98.5,948.3467,0.663,2.5,108.4,1367
"2024-08-22 01:00:00",493,24.3,100,948.4467,0.643,3.1,23.88,1394
"2024-08-22 02:00:00",494,24.3,100,948.09,0.837,3.6,25.32,1422
"2024-08-22 03:00:00",495,24.17,100,947.8367,0.963,3.5,36.61,1384
"2024-08-22 04:00:00",496,24.11,99.3,947.47,1.11,4.1,74.99,1402
"2024-08-22 05:00:00",497,23.79,100,947.1766,0.837,3.2,37.09,1482
"2024-08-22 06:00:00",498,23.83,100,946.93,0.867,3.5,38.43,1445
"2024-08-22 07:00:00",499,23.97,99.3,946.8667,0.887,3.5,80.6,1435
"2024-08-22 08:00:00",500,24.04,99.3,946.7633,1.097,5.9,41.5,1478
"2024-08-22 09:00:00",501,25.19,91.7,946.63,1.8,8.3,72.81,1457
"2024-08-22 10:00:00",502,26.95,85.1,946.33,2.26,8.6,50.05,1542
"2024-08-22 11:00:00",503,27.15,81.3,945.93,1.7,8,72.23,1449
"2024-08-22 12:00:00",504,27.6,77.42,945.1967,1.54,7.2,84.3,1494
"2024-08-22 13:00:00",505,28.35,73.13,944.55,2.227,10.4,85.3,1508
"2024-08-22 14:00:00",506,27.56,76.25,944.0566,2.19,10.3,82.5,1414
"2024-08-22 15:00:00",507,26.94,82.5,943.48,1.853,7.7,63.81,1487
"2024-08-22 16:00:00",508,26.17,90.1,943.33,1.71,6.9,48.48,1459
"2024-08-22 17:00:00",509,26.66,86.4,942.77,1.8,10,53.84,1506
"2024-08-22 18:00:00",510,26.77,85.9,942.5133,1.843,7.6,84,1517
"2024-08-22 19:00:00",511,25.55,95,942.65,1.127,5.2,50.67,1478
"2024-08-22 20:00:00",512,24.94,99.5,943.2033,1.333,6.5,49.16,1524
"2024-08-22 21:00:00",513,24.63,93.6,944.33,1.603,7.6,87.1,1430
"2024-08-22 22:00:00",514,24.06,91.8,945.19,1.23,6.2,92.7,1458
"2024-08-22 23:00:00",515,23.86,94.1,945.2867,1.167,5.4,45.46,1443
"2024-08-23 00:00:00",516,23.55,97.2,945.4667,1.22,4.8,36.81,1444
"2024-08-23 01:00:00",517,23.47,92.9,945.8867,1.73,7.2,80.8,1477
"2024-08-23 02:00:00",518,23.28,89,945.96,1.327,5.6,55.45,1457
"2024-08-23 03:00:00",519,23.04,90.4,945.9366,1.193,4.6,50.55,1397
"2024-08-23 04:00:00",520,23.04,88.9,946.0533,1.34,6.4,47.28,1436
"2024-08-23 05:00:00",521,22.96,86.4,946.4434,1.313,5.5,19.06,1489
"2024-08-23 06:00:00",522,22.77,83.7,946.84,1.297,5.4,51.77,1519
"2024-08-23 07:00:00",523,22.5,85.8,947.4966,1.097,4.3,31.27,1442
"2024-08-23 08:00:00",524,22.3,89.2,947.9966,0.907,4.4,9.51,1518
"2024-08-23 09:00:00",525,21.87,96.1,948.3134,0.493,2.5,0.167,1490
"2024-08-23 10:00:00",526,22.28,96.1,948.4534,0.793,3.8,30.99,1508
"2024-08-23 11:00:00",527,23.24,93.7,948.5634,0.82,3.8,68.45,1449
"2024-08-23 12:00:00",528,25.35,84.3,948.21,1.24,4.6,50.84,1460
"2024-08-23 13:00:00",529,26.29,76.15,948.1833,1.31,5.4,48.88,1480
"2024-08-23 14:00:00",530,26.75,71.45,948.1266,1.52,6.6,54.9,1447
"2024-08-23 15:00:00",531,27.51,68.19,947.7867,1.507,6.7,49.34,1475
"2024-08-23 16:00:00",532,27.78,67.41,947.5634,1.183,5.1,55.71,1483
"2024-08-23 17:00:00",533,27.52,70.71,947.4933,0.777,3.5,13.11,1466
"2024-08-23 18:00:00",534,25.91,79.69,947.5467,0.807,3.1,133.8,1439
"2024-08-23 19:00:00",535,24.79,87.7,947.8766,0.617,2.5,140.9,1458
"2024-08-23 20:00:00",536,24.12,93.1,948.5333,0.567,2.9,124.4,1375
"2024-08-23 21:00:00",537,23.39,95.3,949.2034,0.797,2.9,140.9,1439
"2024-08-23 22:00:00",538,22.65,98.7,949.6333,0.3,1.2,162,1448
"2024-08-23 23:00:00",539,22.6,99.9,950.0533,0.203,1,10.25,1485
"2024-08-24 00:00:00",540,22.65,99.9,950.2267,0.283,1.8,345.7,1388
"2024-08-24 01:00:00",541,22.44,100,950.26,0.437,1.4,166.4,1459
"2024-08-24 02:00:00",542,21.88,99.8,950.24,0.577,2.5,195.2,1485
"2024-08-24 03:00:00",543,21.69,99.9,950.5067,0.407,2.3,191,1462
"2024-08-24 04:00:00",544,21.82,100,950.4633,0.423,1.9,5.526,1434
"2024-08-24 05:00:00",545,21.34,100,950.4333,0.503,2.1,91.1,1455
"2024-08-24 06:00:00",546,21.21,100,950.75,0.447,1.9,126.6,1479
"2024-08-24 07:00:00",547,21.2,100,951.2633,0.403,1.9,99.3,1418
"2024-08-24 08:00:00",548,21.91,99.3,951.3633,0.437,2.2,5.6,1467
"2024-08-24 09:00:00",549,23.97,90.5,951.35,0.677,2.4,338.2,1490
"2024-08-24 10:00:00",550,26.12,76.23,951.5034,0.743,3.1,359.4,1419
"2024-08-24 11:00:00",551,27.05,71.77,951.5533,0.85,2.9,28.94,1425
"2024-08-24 12:00:00",552,27.86,66.91,951.0034,1.153,5.1,52.85,1389
"2024-08-24 13:00:00",553,28.08,67.02,950.4333,1.097,5.1,125.3,1458
"2024-08-24 14:00:00",554,29.11,61.98,950.1667,1.153,5.2,168.9,1400
"2024-08-24 15:00:00",555,29.42,59.14,949.78,1.3,4.1,35.71,1504
"2024-08-24 16:00:00",556,28.78,63.18,949.2933,0.893,3.1,266,1518
"2024-08-24 17:00:00",557,28.17,69.61,949.0433,0.733,3.2,216.8,1515
"2024-08-24 18:00:00",558,26.66,72.05,948.98,1.21,3.8,204,1506
"2024-08-24 19:00:00",559,25.51,77.75,949.21,0.937,5.2,230.7,1535
"2024-08-24 20:00:00",560,22.99,92.1,949.5933,0.673,2,176.3,1512
"2024-08-24 21:00:00",561,22.29,96.1,950.0034,0.55,1.5,175.3,1449
"2024-08-24 22:00:00",562,21.48,98.9,950.4133,0.593,1.3,178.4,1512
"2024-08-24 23:00:00",563,21.05,99.9,950.4833,0.463,1.3,177.8,1508
"2024-08-25 00:00:00",564,20.84,100,950.4733,0.42,1,187,1455
"2024-08-25 01:00:00",565,20.55,100,950.2933,0.41,1.1,174.3,1486
"2024-08-25 02:00:00",566,20.38,100,950.3766,0.213,1.3,214.2,1449
"2024-08-25 03:00:00",567,20.36,100,950.5267,0.097,1.4,297.6,1436
"2024-08-25 04:00:00",568,20.67,100,950.3066,0.203,1.7,271.5,1436
"2024-08-25 05:00:00",569,20.51,100,950.1467,0.293,1.7,273.4,1401
"2024-08-25 06:00:00",570,20.52,100,950.09,0.333,1.7,260.1,1498
"2024-08-25 07:00:00",571,20.59,100,950.51,0.387,1.9,279.2,1468
"2024-08-25 08:00:00",572,21.14,100,950.6367,0.82,2.8,298.6,1505
"2024-08-25 09:00:00",573,22.64,96.4,950.4333,1,3.5,319.9,1491
"2024-08-25 10:00:00",574,25.07,85.3,950.46,0.94,3.3,0.965,1423
"2024-08-25 11:00:00",575,27.48,72.9,950.0333,0.95,3.4,63.92,1484
"2024-08-25 12:00:00",576,27.37,71.93,949.7534,0.943,2.9,190.4,1584
"2024-08-25 13:00:00",577,28.89,63.98,949.16,1.097,3.3,48.27,1556
"2024-08-25 14:00:00",578,28.44,65.86,948.86,1.243,5.3,73.63,1577
"2024-08-25 15:00:00",579,28.24,67.18,948.43,0.88,3.4,31.58,1535
"2024-08-25 16:00:00",580,28.41,68.85,948.0133,0.553,3.2,268.9,1570
"2024-08-25 17:00:00",581,28.59,69.38,947.8066,0.643,2.4,186,1523
"2024-08-25 18:00:00",582,26.63,82,947.9,0.587,1.8,176.4,1481
"2024-08-25 19:00:00",583,25.31,86.5,948.14,0.587,2,154.8,1528
"2024-08-25 20:00:00",584,23.9,89.9,948.6,0.683,2.1,145.7,1443
"2024-08-25 21:00:00",585,22.96,92.6,949.16,0.653,2.1,156.4,1504
"2024-08-25 22:00:00",586,22,97.1,949.39,0.527,1.9,187.7,1427
"2024-08-25 23:00:00",587,21.6,99.3,949.3167,0.577,1.2,194.2,1529
"2024-08-26 00:00:00",588,21.47,99.6,949.35,0.327,1,201.6,1472
"2024-08-26 01:00:00",589,21.09,99.9,948.85,0.397,1.4,224.5,1518
"2024-08-26 02:00:00",590,20.82,100,948.6467,0.467,1.7,211.9,1448
"2024-08-26 03:00:00",591,20.56,100,948.38,0.2,0.8,283.2,1555
"2024-08-26 04:00:00",592,20.74,100,948.3734,0.397,1.7,291.3,1456
"2024-08-26 05:00:00",593,21.14,100,948.4,0.387,1.7,275.6,1476
"2024-08-26 06:00:00",594,21.23,100,948.2933,0,0.8,358.2,1480
"2024-08-26 07:00:00",595,21.38,100,948.4467,0.17,1.7,327,1540
"2024-08-26 08:00:00",596,21.73,99,948.4767,0.6,2.1,306,1496
"2024-08-26 09:00:00",597,22.45,96.1,948.46,0.57,2.6,308.9,1458
"2024-08-26 10:00:00",598,23.75,91.3,948.6533,0.833,3.1,315.9,1512
"2024-08-26 11:00:00",599,25.07,86.1,948.4633,0.537,1.8,358.7,1511
"2024-08-26 12:00:00",600,25.97,82.8,948.0233,0.543,2.2,26.48,1498
"2024-08-26 13:00:00",601,25.81,88.7,947.5667,0.573,1.9,266,1525
"2024-08-26 14:00:00",602,27.18,79.66,946.82,0.633,3.3,70.51,1510
"2024-08-26 15:00:00",603,27.12,78.18,946.1234,0.583,2.3,41.51,1496
"2024-08-26 16:00:00",604,27.21,76.48,946.2433,0.697,2.7,92.2,1566
"2024-08-26 17:00:00",605,25.68,85.8,946.53,0.667,2,221.2,1543
"2024-08-26 18:00:00",606,24.14,92.9,946.67,0.66,1.8,186.6,1537
"2024-08-26 19:00:00",607,22.85,98.3,946.7733,0.63,2.2,153.2,1574
"2024-08-26 20:00:00",608,22.45,100,947.2167,0.397,2.4,299.4,1548
"2024-08-26 21:00:00",609,22.22,100,947.51,0.347,1.5,345.2,1561
"2024-08-26 22:00:00",610,21.87,100,947.5167,0.247,1.1,25.95,1554
"2024-08-26 23:00:00",611,21.64,100,947.12,0.143,0.9,238.6,1541
"2024-08-27 00:00:00",612,21.33,100,946.9966,0.21,0.9,151.1,1528
"2024-08-27 01:00:00",613,21.26,100,946.75,0.203,1.4,266,1573
"2024-08-27 02:00:00",614,21.4,100,946.37,0.177,1.3,316.7,1545
"2024-08-27 03:00:00",615,21.35,100,946.12,0.343,1.2,265.8,1525
"2024-08-27 04:00:00",616,20.89,99.9,946.2534,34.21,1000,174.9,1493
"2024-08-27 05:00:00",617,20.31,100,945.9133,0.533,2.7,315.1,1446
"2024-08-27 06:00:00",618,20.12,100,946.14,0.333,1,67.93,1346
"2024-08-27 07:00:00",619,20.3,100,946.7267,0.063,1,356.1,1465
"2024-08-27 08:00:00",620,20.94,100,946.9933,0.33,2.2,328.9,1365
"2024-08-27 09:00:00",621,21.87,98.8,947.32,0.797,5.8,299.3,1455
"2024-08-27 10:00:00",622,22.52,94.9,947.5367,0.983,4.1,288.2,1411
"2024-08-27 11:00:00",623,22.24,95,947.81,0.517,3.1,315.2,1413
"2024-08-27 12:00:00",624,22.65,95.3,947.7,0.573,2.2,325.8,1395
"2024-08-27 13:00:00",625,22.32,94.5,947.5433,1.12,5.4,249.8,1446
"2024-08-27 14:00:00",626,22.5,91.4,947.4,0.717,3.4,262.8,1467
"2024-08-27 15:00:00",627,21.99,97.1,946.9333,0.693,2.2,195.1,1461
"2024-08-27 16:00:00",628,22.14,95.2,947.28,1.307,4.7,266.2,1480
"2024-08-27 17:00:00",629,22.27,91.4,946.8867,0.817,4.8,219.7,1426
"2024-08-27 18:00:00",630,22.7,89.3,947.14,0.793,2.5,247.6,1389
"2024-08-27 19:00:00",631,21.82,89,947.5634,1.057,3.4,230.1,1388
"2024-08-27 20:00:00",632,21.02,89.9,948.2567,1.26,3.5,230.4,1414
"2024-08-27 21:00:00",633,20.52,89.1,948.8,1.447,4.2,237.9,1527
"2024-08-27 22:00:00",634,20,89.3,949.4033,1.237,3.7,238.9,1430
"2024-08-27 23:00:00",635,19.63,88.7,949.76,1.3,3.2,231.5,1415
"2024-08-28 00:00:00",636,18.25,94.4,949.9167,0.747,3.2,227.6,1424
"2024-08-28 01:00:00",637,16.75,100,949.88,0.48,1.3,198.1,1464
"2024-08-28 02:00:00",638,16.46,100,949.7267,0.517,1.5,219,1416
"2024-08-28 03:00:00",639,16.29,100,949.5067,0.53,1.5,212.3,1400
"2024-08-28 04:00:00",640,16.74,99.7,949.3767,0.837,3.5,284.1,1397
"2024-08-28 05:00:00",641,18.95,91.8,949.4434,1.273,3.7,242,1385
"2024-08-28 06:00:00",642,19.01,91.4,949.6433,1.21,4.4,236.8,1385
